gene_symbol	ensembl	version
TSPAN9	ENSG00000011105	v36
Metazoa_SRP	ENSG00000278469	v36
TSPAN9-IT1	ENSG00000256197	v36
AC005912.2	ENSG00000275850	v36
AC005912.1	ENSG00000227081	v36
AC005865.1	ENSG00000250770	v36
AC005865.2	ENSG00000287712	v36
LINC02827	ENSG00000236908	v36
LINC02417	ENSG00000257048	v36
PRMT8	ENSG00000111218	v36
AC005908.2	ENSG00000256691	v36
AC005908.1	ENSG00000243507	v36
THCAT155	ENSG00000287243	v36
CRACR2A	ENSG00000130038	v36
AC005831.1	ENSG00000280202	v36
RNU6-174P	ENSG00000222338	v36
AC006207.1	ENSG00000283138	v36
PARP11	ENSG00000111224	v36
OTUD4P1	ENSG00000118976	v36
PARP11-AS1	ENSG00000256862	v36
AC084375.1	ENSG00000256969	v36
HSPA8P5	ENSG00000256356	v36
AC007207.1	ENSG00000242444	v36
CCND2-AS1	ENSG00000255920	v36
CCND2	ENSG00000118971	v36
AC008012.1	ENSG00000285901	v36
TIGAR	ENSG00000078237	v36
AC006122.1	ENSG00000213970	v36
FGF23	ENSG00000118972	v36
FGF6	ENSG00000111241	v36
C12orf4	ENSG00000047621	v36
RAD51AP1	ENSG00000111247	v36
DYRK4	ENSG00000010219	v36
AC005832.2	ENSG00000256748	v36
AC005832.4	ENSG00000272921	v36
AKAP3	ENSG00000111254	v36
AC005832.3	ENSG00000256799	v36
AC005832.1	ENSG00000256381	v36
NDUFA9	ENSG00000139180	v36
AC005833.1	ENSG00000255639	v36
GAU1	ENSG00000255474	v36
GALNT8	ENSG00000130035	v36
AC005833.2	ENSG00000256988	v36
KCNA6	ENSG00000151079	v36
AC006063.1	ENSG00000255608	v36
AC006063.3	ENSG00000286866	v36
AC006063.4	ENSG00000287835	v36
AC005906.2	ENSG00000256654	v36
KCNA1	ENSG00000111262	v36
AC006063.2	ENSG00000284513	v36
AC005906.1	ENSG00000255996	v36
KCNA5	ENSG00000130037	v36
AC005906.3	ENSG00000285523	v36
LINC02443	ENSG00000256115	v36
AC006206.2	ENSG00000256417	v36
AC006206.1	ENSG00000256146	v36
AC007848.2	ENSG00000256218	v36
AC007848.1	ENSG00000255983	v36
NTF3	ENSG00000185652	v36
ANO2	ENSG00000047617	v36
AC137627.1	ENSG00000255973	v36
VWF	ENSG00000110799	v36
RN7SL69P	ENSG00000240533	v36
AC005845.1	ENSG00000255775	v36
CD9	ENSG00000010278	v36
Y_RNA	ENSG00000202318	v36
ATP5MFP5	ENSG00000256103	v36
PLEKHG6	ENSG00000008323	v36
TNFRSF1A	ENSG00000067182	v36
RN7SL391P	ENSG00000265388	v36
SCNN1A	ENSG00000111319	v36
LTBR	ENSG00000111321	v36
AC005840.2	ENSG00000256433	v36
AC005840.1	ENSG00000213942	v36
SRP14P1	ENSG00000224906	v36
CD27-AS1	ENSG00000215039	v36
CD27	ENSG00000139193	v36
TAPBPL	ENSG00000139192	v36
VAMP1	ENSG00000139190	v36
AC005840.4	ENSG00000276718	v36
AC005840.3	ENSG00000256913	v36
MRPL51	ENSG00000111639	v36
NCAPD2	ENSG00000010292	v36
SCARNA10	ENSG00000239002	v36
AC006064.5	ENSG00000276232	v36
AC006064.3	ENSG00000255966	v36
GAPDH	ENSG00000111640	v36
AC006064.4	ENSG00000269968	v36
IFFO1	ENSG00000010295	v36
AC006064.1	ENSG00000245667	v36
NOP2	ENSG00000111641	v36
AC006064.6	ENSG00000285238	v36
CHD4	ENSG00000111642	v36
AC006064.2	ENSG00000247853	v36
SCARNA11	ENSG00000251898	v36
LPAR5	ENSG00000184574	v36
ACRBP	ENSG00000111644	v36
ING4	ENSG00000111653	v36
AC125494.1	ENSG00000219410	v36
ZNF384	ENSG00000126746	v36
PIANP	ENSG00000139200	v36
RNU6-781P	ENSG00000252186	v36
AC125494.3	ENSG00000270068	v36
COPS7A	ENSG00000111652	v36
AC125494.2	ENSG00000269892	v36
MLF2	ENSG00000089693	v36
PTMS	ENSG00000159335	v36
LAG3	ENSG00000089692	v36
RN7SL380P	ENSG00000244532	v36
CD4	ENSG00000010610	v36
GPR162	ENSG00000250510	v36
P3H3	ENSG00000110811	v36
GNB3	ENSG00000111664	v36
CDCA3	ENSG00000111665	v36
USP5	ENSG00000111667	v36
TPI1	ENSG00000111669	v36
SPSB2	ENSG00000111671	v36
RPL13P5	ENSG00000240370	v36
LRRC23	ENSG00000010626	v36
DSTNP2	ENSG00000248593	v36
U47924.3	ENSG00000275703	v36
ENO2	ENSG00000111674	v36
ATN1	ENSG00000111676	v36
C12orf57	ENSG00000111678	v36
U47924.2	ENSG00000272173	v36
RNU7-1	ENSG00000238923	v36
PTPN6	ENSG00000111679	v36
MIR200CHG	ENSG00000257084	v36
MIR200C	ENSG00000207713	v36
MIR141	ENSG00000207708	v36
U47924.1	ENSG00000271969	v36
PHB2	ENSG00000215021	v36
SCARNA12	ENSG00000238795	v36
EMG1	ENSG00000126749	v36
LPCAT3	ENSG00000111684	v36
C1S	ENSG00000182326	v36
AC006512.1	ENSG00000239701	v36
AC006512.2	ENSG00000257078	v36
C1R	ENSG00000159403	v36
C1RL	ENSG00000139178	v36
C1RL-AS1	ENSG00000205885	v36
RBP5	ENSG00000139194	v36
RNU6-485P	ENSG00000200345	v36
AC018653.3	ENSG00000256967	v36
CLSTN3	ENSG00000139182	v36
AC018653.4	ENSG00000285770	v36
AC018653.1	ENSG00000255572	v36
PEX5	ENSG00000139197	v36
AC018653.2	ENSG00000256480	v36
ACSM4	ENSG00000215009	v36
CD163L1	ENSG00000177675	v36
AC131206.1	ENSG00000255836	v36
CD163	ENSG00000177575	v36
GAPDHP31	ENSG00000235868	v36
NIFKP3	ENSG00000256331	v36
AC006927.1	ENSG00000255977	v36
AC006927.2	ENSG00000284327	v36
AC006927.4	ENSG00000284591	v36
AC006927.3	ENSG00000284522	v36
AC006927.5	ENSG00000285142	v36
APOBEC1	ENSG00000111701	v36
GDF3	ENSG00000184344	v36
DPPA3	ENSG00000187569	v36
CLEC4C	ENSG00000198178	v36
NANOGNB	ENSG00000205857	v36
Y_RNA	ENSG00000201549	v36
NANOG	ENSG00000111704	v36
Y_RNA	ENSG00000199912	v36
SLC2A14	ENSG00000173262	v36
AC006517.2	ENSG00000287713	v36
Y_RNA	ENSG00000201663	v36
Metazoa_SRP	ENSG00000278459	v36
AC006517.1	ENSG00000241828	v36
AC124891.1	ENSG00000255885	v36
NANOGP1	ENSG00000176654	v36
AC007536.1	ENSG00000255356	v36
SLC2A3	ENSG00000059804	v36
AC006511.6	ENSG00000288043	v36
Y_RNA	ENSG00000206636	v36
AC006511.1	ENSG00000240739	v36
AC006511.4	ENSG00000282080	v36
HSPD1P12	ENSG00000255964	v36
AC006511.2	ENSG00000255581	v36
FOXJ2	ENSG00000065970	v36
C3AR1	ENSG00000171860	v36
NECAP1	ENSG00000089818	v36
AC006511.3	ENSG00000279865	v36
AC006511.5	ENSG00000284697	v36
CLEC4A	ENSG00000111729	v36
POU5F1P3	ENSG00000235602	v36
AC092111.3	ENSG00000284393	v36
GCSHP4	ENSG00000256171	v36
ZNF705A	ENSG00000196946	v36
FAM66C	ENSG00000226711	v36
DEFB109F	ENSG00000244050	v36
AC092111.2	ENSG00000276417	v36
AC092111.1	ENSG00000275367	v36
FAM90A1	ENSG00000171847	v36
ALG1L10P	ENSG00000254016	v36
FAM86FP	ENSG00000164845	v36
LINC02449	ENSG00000215241	v36
AC092745.5	ENSG00000286895	v36
ENPP7P5	ENSG00000256589	v36
AC092745.4	ENSG00000286504	v36
LINC00937	ENSG00000226091	v36
AC092745.2	ENSG00000256552	v36
AC092745.1	ENSG00000256101	v36
AC092745.3	ENSG00000277952	v36
RPS3AP43	ENSG00000242661	v36
AC092865.4	ENSG00000284687	v36
AC092865.3	ENSG00000284673	v36
AC092865.2	ENSG00000256136	v36
OR7E140P	ENSG00000238152	v36
OR7E148P	ENSG00000214487	v36
OR7E149P	ENSG00000177586	v36
CLEC6A	ENSG00000205846	v36
AC092865.1	ENSG00000243830	v36
RNU6-275P	ENSG00000201780	v36
CLEC4D	ENSG00000166527	v36
SUPT4H1P2	ENSG00000246115	v36
CLEC4E	ENSG00000166523	v36
AC092746.1	ENSG00000255801	v36
Y_RNA	ENSG00000238943	v36
AC092184.1	ENSG00000252727	v36
AICDA	ENSG00000111732	v36
AC092184.2	ENSG00000280345	v36
HADHAP2	ENSG00000255967	v36
MFAP5	ENSG00000197614	v36
AC092490.2	ENSG00000255829	v36
AC092490.3	ENSG00000256004	v36
RIMKLB	ENSG00000166532	v36
RPSAP51	ENSG00000244131	v36
A2ML1-AS1	ENSG00000256661	v36
AC092490.1	ENSG00000249790	v36
A2ML1-AS2	ENSG00000256904	v36
A2ML1	ENSG00000166535	v36
AC006581.2	ENSG00000282022	v36
PHC1	ENSG00000111752	v36
M6PR	ENSG00000003056	v36
KLRG1	ENSG00000139187	v36
AC006581.1	ENSG00000257105	v36
HNRNPA1P34	ENSG00000213049	v36
VDAC2P2	ENSG00000255776	v36
LINC00612	ENSG00000214851	v36
A2M-AS1	ENSG00000245105	v36
A2M	ENSG00000175899	v36
KRT17P8	ENSG00000256937	v36
BTG1P1	ENSG00000256720	v36
PZP	ENSG00000126838	v36
TPT1P12	ENSG00000256817	v36
A2MP1	ENSG00000256069	v36
MIR1244-3	ENSG00000283429	v36
PTMAP4	ENSG00000231503	v36
LINC00987	ENSG00000237248	v36
AC010175.1	ENSG00000256427	v36
AC009533.1	ENSG00000111788	v36
SNORA75	ENSG00000212440	v36
AC009533.2	ENSG00000255753	v36
AC009533.3	ENSG00000286911	v36
LINC02367	ENSG00000260423	v36
AC009533.4	ENSG00000287577	v36
AC141557.1	ENSG00000256673	v36
AC141557.2	ENSG00000278635	v36
DDX12P	ENSG00000214826	v36
SNORA75	ENSG00000212432	v36
AC092821.3	ENSG00000284634	v36
AC092821.1	ENSG00000214776	v36
AC092821.2	ENSG00000256975	v36
KLRB1	ENSG00000111796	v36
RNU6-700P	ENSG00000212345	v36
GOT2P3	ENSG00000233719	v36
AC010186.4	ENSG00000272917	v36
AC010186.1	ENSG00000256442	v36
AC010186.2	ENSG00000256594	v36
AC010186.3	ENSG00000257027	v36
CLEC2D	ENSG00000069493	v36
NPM1P7	ENSG00000213443	v36
LINC02390	ENSG00000256582	v36
CLECL1	ENSG00000184293	v36
CD69	ENSG00000110848	v36
GCNAP1	ENSG00000256912	v36
KLRF1	ENSG00000150045	v36
CLEC2B	ENSG00000110852	v36
AC091814.1	ENSG00000255882	v36
KLRF2	ENSG00000256797	v36
CLEC2A	ENSG00000188393	v36
LINC02470	ENSG00000225231	v36
CLEC12A-AS1	ENSG00000231560	v36
CLEC12A	ENSG00000172322	v36
CLEC1B	ENSG00000165682	v36
CLEC12B	ENSG00000256660	v36
AC024224.2	ENSG00000256803	v36
CLEC9A	ENSG00000197992	v36
AC024224.1	ENSG00000256626	v36
CLEC1A	ENSG00000150048	v36
RN7SKP161	ENSG00000223042	v36
HNRNPABP1	ENSG00000255734	v36
CLEC7A	ENSG00000172243	v36
OLR1	ENSG00000173391	v36
TMEM52B	ENSG00000165685	v36
GABARAPL1	ENSG00000139112	v36
GABARAPL1-AS1	ENSG00000255958	v36
KLRD1	ENSG00000134539	v36
LINC02617	ENSG00000256288	v36
LINC02598	ENSG00000256155	v36
KLRK1-AS1	ENSG00000245648	v36
KLRK1	ENSG00000213809	v36
KLRC4-KLRK1	ENSG00000255819	v36
KLRC4	ENSG00000183542	v36
AC068775.1	ENSG00000255641	v36
KLRC3	ENSG00000205810	v36
KLRC2	ENSG00000205809	v36
KLRC1	ENSG00000134545	v36
EIF2S3B	ENSG00000180574	v36
SLC25A39P2	ENSG00000257016	v36
LINC02446	ENSG00000256039	v36
KLRA1P	ENSG00000256667	v36
MAGOHB	ENSG00000111196	v36
STYK1	ENSG00000060140	v36
YBX3	ENSG00000060138	v36
LINC02366	ENSG00000256888	v36
HSPE1P12	ENSG00000235930	v36
TAS2R7	ENSG00000121377	v36
TAS2R8	ENSG00000121314	v36
TAS2R9	ENSG00000121381	v36
PRH1	ENSG00000231887	v36
TAS2R10	ENSG00000121318	v36
AC006518.1	ENSG00000256651	v36
PRR4	ENSG00000111215	v36
AC018630.4	ENSG00000275778	v36
AC006518.2	ENSG00000256682	v36
TAS2R13	ENSG00000212128	v36
PRH2	ENSG00000134551	v36
TAS2R14	ENSG00000212127	v36
TAS2R15P	ENSG00000212125	v36
TAS2R50	ENSG00000212126	v36
TAS2R20	ENSG00000255837	v36
TAS2R19	ENSG00000212124	v36
TAS2R31	ENSG00000256436	v36
TAS2R63P	ENSG00000256019	v36
TAS2R46	ENSG00000226761	v36
TAS2R64P	ENSG00000256274	v36
TAS2R43	ENSG00000255374	v36
AC018630.1	ENSG00000256400	v36
TAS2R30	ENSG00000256188	v36
AC134349.2	ENSG00000256981	v36
AC134349.1	ENSG00000256712	v36
SMIM10L1	ENSG00000256537	v36
TAS2R42	ENSG00000186136	v36
AC244131.1	ENSG00000256657	v36
AC244131.2	ENSG00000275119	v36
PRB3	ENSG00000197870	v36
PRB4	ENSG00000230657	v36
PRB1	ENSG00000251655	v36
PRB2	ENSG00000121335	v36
AC078950.1	ENSG00000255790	v36
HIGD1AP8	ENSG00000237303	v36
AC007450.4	ENSG00000278654	v36
AC007450.3	ENSG00000277705	v36
DDX55P1	ENSG00000270863	v36
AC007450.2	ENSG00000274551	v36
AC007450.1	ENSG00000256237	v36
RNU7-60P	ENSG00000251747	v36
LINC01252	ENSG00000247157	v36
ETV6	ENSG00000139083	v36
BCL2L14	ENSG00000121380	v36
PTMAP9	ENSG00000198134	v36
MIR1244-4	ENSG00000283475	v36
LRP6	ENSG00000070018	v36
AC007537.1	ENSG00000242405	v36
RNU6-545P	ENSG00000199551	v36
AC007621.3	ENSG00000270857	v36
RNU6-318P	ENSG00000207010	v36
MANSC1	ENSG00000111261	v36
RPL23AP66	ENSG00000243141	v36
LOH12CR2	ENSG00000205791	v36
BORCS5	ENSG00000165714	v36
AC007619.2	ENSG00000271370	v36
DUSP16	ENSG00000111266	v36
AC007619.1	ENSG00000255670	v36
AC092824.1	ENSG00000240424	v36
CREBL2	ENSG00000111269	v36
RPL21P136	ENSG00000271215	v36
AC008115.4	ENSG00000275963	v36
GPR19	ENSG00000183150	v36
AC008115.2	ENSG00000257004	v36
CDKN1B	ENSG00000111276	v36
AC008115.3	ENSG00000275560	v36
AC008115.1	ENSG00000256658	v36
APOLD1	ENSG00000178878	v36
MIR613	ENSG00000207983	v36
STX8P1	ENSG00000270296	v36
DDX47	ENSG00000213782	v36
AC007215.1	ENSG00000242329	v36
AC007688.2	ENSG00000241352	v36
RPL13AP20	ENSG00000234498	v36
GPRC5A	ENSG00000013588	v36
MIR614	ENSG00000283759	v36
GPRC5D-AS1	ENSG00000247498	v36
GPRC5D	ENSG00000111291	v36
AC007688.3	ENSG00000256011	v36
AC007688.1	ENSG00000221611	v36
HEBP1	ENSG00000013583	v36
HTR7P1	ENSG00000183935	v36
AC023790.2	ENSG00000255621	v36
AC023790.1	ENSG00000243129	v36
FAM234B	ENSG00000084444	v36
GSG1	ENSG00000111305	v36
EMP1	ENSG00000134531	v36
AC022276.1	ENSG00000286869	v36
LINC01559	ENSG00000180861	v36
GRIN2B	ENSG00000273079	v36
RNA5SP353	ENSG00000201476	v36
RNU6-590P	ENSG00000201909	v36
AC007527.1	ENSG00000256306	v36
AC007527.2	ENSG00000277935	v36
AC007535.1	ENSG00000287928	v36
RN7SKP162	ENSG00000200475	v36
AC092470.1	ENSG00000256346	v36
AC135001.1	ENSG00000227760	v36
AC092112.1	ENSG00000256084	v36
MRPS18CP4	ENSG00000255763	v36
RNU6-491P	ENSG00000251908	v36
GNAI2P1	ENSG00000255749	v36
RPL30P11	ENSG00000244573	v36
ATF7IP	ENSG00000171681	v36
PLBD1	ENSG00000121316	v36
AC008114.1	ENSG00000255649	v36
RN7SKP134	ENSG00000200830	v36
PLBD1-AS1	ENSG00000256751	v36
GUCY2C	ENSG00000070019	v36
AC010168.1	ENSG00000214772	v36
AC010168.2	ENSG00000261324	v36
H4-16	ENSG00000197837	v36
H2AJ	ENSG00000246705	v36
WBP11	ENSG00000084463	v36
C12orf60	ENSG00000182993	v36
SMCO3	ENSG00000179256	v36
AC007655.2	ENSG00000286107	v36
ART4	ENSG00000111339	v36
AC007655.1	ENSG00000256339	v36
MGP	ENSG00000111341	v36
ERP27	ENSG00000139055	v36
ARHGDIB	ENSG00000111348	v36
PDE6H	ENSG00000139053	v36
LINC01489	ENSG00000255727	v36
RERG	ENSG00000134533	v36
RERG-IT1	ENSG00000256650	v36
RERG-AS1	ENSG00000255660	v36
METTL8P1	ENSG00000256283	v36
PTPRO	ENSG00000151490	v36
AC092183.1	ENSG00000243916	v36
EPS8	ENSG00000151491	v36
RNU6-251P	ENSG00000200105	v36
AC073651.1	ENSG00000255565	v36
AC073651.2	ENSG00000256627	v36
STRAP	ENSG00000023734	v36
DERA	ENSG00000023697	v36
EGLN3P1	ENSG00000256134	v36
SLC15A5	ENSG00000188991	v36
MGST1	ENSG00000008394	v36
SUPT16HP1	ENSG00000256238	v36
AC007528.1	ENSG00000286303	v36
AC007552.1	ENSG00000256450	v36
LMO3	ENSG00000048540	v36
AC007552.2	ENSG00000256564	v36
AC007529.2	ENSG00000283240	v36
AC007529.1	ENSG00000255871	v36
SKP1P2	ENSG00000256211	v36
EEF1A1P16	ENSG00000213235	v36
AC092793.1	ENSG00000287455	v36
RNU6-837P	ENSG00000212358	v36
AC092110.1	ENSG00000285724	v36
RPL7P40	ENSG00000242991	v36
PSMC1P8	ENSG00000256896	v36
TIMM17BP1	ENSG00000256756	v36
AC048352.1	ENSG00000256389	v36
LINC02378	ENSG00000256994	v36
MIR3974	ENSG00000283665	v36
Y_RNA	ENSG00000206662	v36
RERGL	ENSG00000111404	v36
PIK3C2G	ENSG00000139144	v36
NDFIP1P1	ENSG00000255892	v36
AC092851.1	ENSG00000255960	v36
ZKSCAN7P1	ENSG00000256138	v36
PLCZ1	ENSG00000139151	v36
PSMC1P9	ENSG00000255993	v36
AC087242.1	ENSG00000255648	v36
CAPZA3	ENSG00000177938	v36
RPL7P6	ENSG00000227525	v36
MEF2BNBP1	ENSG00000256844	v36
PLEKHA5	ENSG00000052126	v36
AC092828.1	ENSG00000253284	v36
RN7SL459P	ENSG00000240993	v36
RN7SL67P	ENSG00000243854	v36
AEBP2	ENSG00000139154	v36
PDCD5P1	ENSG00000255909	v36
AC091805.2	ENSG00000271462	v36
RNU6-254P	ENSG00000200247	v36
EEF1A1P4	ENSG00000245205	v36
AC091805.1	ENSG00000240328	v36
AC137561.1	ENSG00000287074	v36
RNU1-146P	ENSG00000200885	v36
AC024901.1	ENSG00000255910	v36
TCP1P3	ENSG00000256849	v36
LINC02398	ENSG00000256287	v36
AC126468.1	ENSG00000287075	v36
LINC02468	ENSG00000256499	v36
AC129102.1	ENSG00000256879	v36
PDE3A	ENSG00000172572	v36
UBE2L2	ENSG00000131982	v36
AC112777.1	ENSG00000256663	v36
SLCO1C1	ENSG00000139155	v36
SLCO1B3	ENSG00000111700	v36
SLCO1B3-SLCO1B7	ENSG00000257046	v36
AC011604.1	ENSG00000256157	v36
SLCO1B7	ENSG00000205754	v36
AC022335.1	ENSG00000257062	v36
SLCO1B1	ENSG00000134538	v36
SLCO1A2	ENSG00000084453	v36
IAPP	ENSG00000121351	v36
PYROXD1	ENSG00000121350	v36
ELOCP31	ENSG00000256021	v36
RECQL	ENSG00000004700	v36
GOLT1B	ENSG00000111711	v36
SPX	ENSG00000134548	v36
GYS2	ENSG00000111713	v36
AC010197.2	ENSG00000285854	v36
LDHB	ENSG00000111716	v36
AC010197.1	ENSG00000256615	v36
AC010185.1	ENSG00000255644	v36
KCNJ8	ENSG00000121361	v36
ABCC9	ENSG00000069431	v36
AC008250.1	ENSG00000257022	v36
AC008250.2	ENSG00000275567	v36
AC092862.1	ENSG00000255627	v36
CMAS	ENSG00000111726	v36
ST8SIA1	ENSG00000111728	v36
AC007671.1	ENSG00000274624	v36
SULT6B2P	ENSG00000283582	v36
RNU1-149P	ENSG00000212172	v36
AC087318.1	ENSG00000256714	v36
AC053513.1	ENSG00000250166	v36
C2CD5	ENSG00000111731	v36
AC053513.2	ENSG00000256973	v36
LRRC34P1	ENSG00000256371	v36
AC087241.1	ENSG00000256774	v36
AC087241.2	ENSG00000257023	v36
ETNK1	ENSG00000139163	v36
AC084816.1	ENSG00000256995	v36
RPS27P22	ENSG00000241451	v36
AC084819.1	ENSG00000256923	v36
AC087258.1	ENSG00000256353	v36
AC087235.2	ENSG00000256321	v36
AC087235.1	ENSG00000115934	v36
SOX5	ENSG00000134532	v36
AC087260.1	ENSG00000256473	v36
MIR920	ENSG00000216192	v36
SOX5-AS1	ENSG00000256120	v36
LINC00477	ENSG00000197503	v36
KNOP1P1	ENSG00000256852	v36
AC087312.1	ENSG00000244662	v36
AC023796.1	ENSG00000255745	v36
RN7SL38P	ENSG00000240481	v36
BCAT1	ENSG00000060982	v36
AC023796.2	ENSG00000256482	v36
AC026310.2	ENSG00000278969	v36
AC026310.1	ENSG00000255921	v36
BRI3P2	ENSG00000213736	v36
C12orf77	ENSG00000226397	v36
IRAG2	ENSG00000118308	v36
CENPUP2	ENSG00000258546	v36
AC023510.1	ENSG00000258449	v36
AC023510.2	ENSG00000276842	v36
CFAP94	ENSG00000118307	v36
ETFRF1	ENSG00000205707	v36
KRAS	ENSG00000133703	v36
AC092794.1	ENSG00000274987	v36
AC092794.2	ENSG00000275197	v36
AC087239.1	ENSG00000278743	v36
RNU4-67P	ENSG00000201439	v36
AC092451.1	ENSG00000241846	v36
LMNTD1	ENSG00000152936	v36
AC092451.2	ENSG00000279173	v36
FAM133GP	ENSG00000256079	v36
TUBB4BP1	ENSG00000255988	v36
AC022367.1	ENSG00000257009	v36
RN7SKP262	ENSG00000222950	v36
AC019209.3	ENSG00000256686	v36
TDGP1	ENSG00000255725	v36
AC019209.2	ENSG00000256440	v36
MIR4302	ENSG00000283603	v36
AC019209.1	ENSG00000256256	v36
RASSF8-AS1	ENSG00000246695	v36
RASSF8	ENSG00000123094	v36
BHLHE41	ENSG00000123095	v36
SSPN	ENSG00000123096	v36
AC022509.3	ENSG00000256894	v36
AC022509.5	ENSG00000286752	v36
AC022509.2	ENSG00000256234	v36
AC022509.1	ENSG00000255750	v36
AC022509.4	ENSG00000278095	v36
AC055720.1	ENSG00000255858	v36
AC055720.3	ENSG00000288532	v36
AC024145.1	ENSG00000255968	v36
ITPR2	ENSG00000123104	v36
AC055720.2	ENSG00000256185	v36
RNA5SP354	ENSG00000212549	v36
AC023051.1	ENSG00000234428	v36
AC023051.2	ENSG00000256640	v36
INTS13	ENSG00000064102	v36
FGFR1OP2	ENSG00000111790	v36
TM7SF3	ENSG00000064115	v36
AC024896.1	ENSG00000247903	v36
MED21	ENSG00000152944	v36
AC092747.4	ENSG00000275764	v36
C12orf71	ENSG00000214700	v36
AC092747.3	ENSG00000271418	v36
AC092747.1	ENSG00000256226	v36
AC092747.2	ENSG00000256625	v36
STK38L	ENSG00000211455	v36
ARNTL2	ENSG00000029153	v36
ARNTL2-AS1	ENSG00000245311	v36
SMCO2	ENSG00000165935	v36
RARS1P1	ENSG00000257037	v36
PPFIBP1	ENSG00000110841	v36
AC087257.1	ENSG00000248100	v36
AC087257.2	ENSG00000256056	v36
AC009509.3	ENSG00000256557	v36
AC009509.1	ENSG00000256377	v36
REP15	ENSG00000174236	v36
AC009509.4	ENSG00000276261	v36
HMGB1P49	ENSG00000230519	v36
AC009509.2	ENSG00000256504	v36
MRPS35	ENSG00000061794	v36
Y_RNA	ENSG00000252585	v36
MANSC4	ENSG00000205693	v36
AC009511.2	ENSG00000256747	v36
KLHL42	ENSG00000087448	v36
AC009511.1	ENSG00000256512	v36
RN7SKP15	ENSG00000201612	v36
AC009511.3	ENSG00000274075	v36
AC008011.1	ENSG00000256378	v36
PTHLH	ENSG00000087494	v36
AC008011.2	ENSG00000257042	v36
CCDC91	ENSG00000123106	v36
AC022364.1	ENSG00000247934	v36
AC022364.2	ENSG00000255951	v36
AC022079.2	ENSG00000278733	v36
AC022079.1	ENSG00000273989	v36
RNU4-54P	ENSG00000252237	v36
RNA5SP355	ENSG00000202187	v36
AC084754.1	ENSG00000244712	v36
AC022081.1	ENSG00000256513	v36
AC024255.1	ENSG00000278687	v36
AC012150.1	ENSG00000257258	v36
FAR2	ENSG00000064763	v36
AC012150.2	ENSG00000275278	v36
AC009318.4	ENSG00000275476	v36
AC009318.1	ENSG00000257176	v36
AC009318.3	ENSG00000274315	v36
AC009318.2	ENSG00000273680	v36
ERGIC2	ENSG00000087502	v36
OVCH1-AS1	ENSG00000257599	v36
OVCH1	ENSG00000187950	v36
TMTC1	ENSG00000133687	v36
AC009320.1	ENSG00000257456	v36
RPL21P99	ENSG00000242986	v36
AC023511.3	ENSG00000286566	v36
AC023511.2	ENSG00000276431	v36
AC023511.1	ENSG00000257262	v36
LINC02386	ENSG00000257756	v36
AC078776.2	ENSG00000284682	v36
RNA5SP356	ENSG00000251781	v36
AC078776.1	ENSG00000257932	v36
AC026371.1	ENSG00000258202	v36
IPO8	ENSG00000133704	v36
AC012673.1	ENSG00000285870	v36
CAPRIN2	ENSG00000110888	v36
AC010198.1	ENSG00000246331	v36
LINC00941	ENSG00000235884	v36
AC010198.2	ENSG00000285517	v36
PPIAP44	ENSG00000258118	v36
TSPAN11	ENSG00000110900	v36
AC008013.1	ENSG00000226472	v36
AC008013.2	ENSG00000256984	v36
DDX11-AS1	ENSG00000245614	v36
DDX11	ENSG00000013573	v36
SNORA75	ENSG00000212533	v36
AC008013.3	ENSG00000270926	v36
AC024940.1	ENSG00000177359	v36
AC024940.4	ENSG00000270766	v36
AC024940.2	ENSG00000243517	v36
MREGP1	ENSG00000270395	v36
AC024940.5	ENSG00000275097	v36
SINHCAF	ENSG00000139146	v36
AC024940.3	ENSG00000256176	v36
FLJ13224	ENSG00000177340	v36
LINC02387	ENSG00000256232	v36
U6	ENSG00000283256	v36
DENND5B	ENSG00000170456	v36
RNU6-618P	ENSG00000200388	v36
AC068792.1	ENSG00000275769	v36
AC022080.1	ENSG00000203437	v36
AC022080.2	ENSG00000256159	v36
Y_RNA	ENSG00000201228	v36
ANKRD49P2	ENSG00000225349	v36
DENND5B-AS1	ENSG00000255867	v36
RNU5F-4P	ENSG00000252390	v36
RPL31P50	ENSG00000231788	v36
AK4P3	ENSG00000233381	v36
AC068774.1	ENSG00000287388	v36
ETFBKMT	ENSG00000139160	v36
AMN1	ENSG00000151743	v36
STMN1P1	ENSG00000276058	v36
AC023157.2	ENSG00000276900	v36
AC023157.1	ENSG00000256843	v36
IFITM3P2	ENSG00000223722	v36
H3-5	ENSG00000188375	v36
RNU6-1069P	ENSG00000252421	v36
AC023050.2	ENSG00000252204	v36
AC023050.3	ENSG00000256372	v36
LINC02422	ENSG00000255760	v36
AC023050.4	ENSG00000256465	v36
AC023050.1	ENSG00000244436	v36
RPL12P32	ENSG00000242314	v36
AC023050.5	ENSG00000256987	v36
RESF1	ENSG00000174718	v36
AC016957.2	ENSG00000276136	v36
AC016957.1	ENSG00000257094	v36
AC048344.2	ENSG00000257852	v36
AC048344.3	ENSG00000271357	v36
AC048344.1	ENSG00000257530	v36
BICD1	ENSG00000151746	v36
AC048344.4	ENSG00000277342	v36
AC016954.1	ENSG00000258134	v36
AC026356.1	ENSG00000274964	v36
AC026356.2	ENSG00000276115	v36
Y_RNA	ENSG00000207176	v36
FGD4	ENSG00000139132	v36
RNU6-494P	ENSG00000253063	v36
DNM1L	ENSG00000087470	v36
