Kids_First_Participant_ID	sample_id	cohort	Kids_First_Biospecimen_ID_DNA	Kids_First_Biospecimen_ID_RNA	Kids_First_Biospecimen_ID_Methyl	molecular_subtype	molecular_subtype_methyl	match_id
PASBPN	01	GMKF	BS_5PEA35TB	NA	NA	NBL, MYCN non-amplified	NA	PASBPN_01_Solid Tissue_Primary Tumor
PASBPN	01	TARGET	TARGET-30-PASBPN-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASBPN_01_Solid Tissue_Primary Tumor
PASBYW	01	TARGET	TARGET-30-PASBYW-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASBYW_01_Solid Tissue_Primary Tumor
PASBZV	01	TARGET	TARGET-30-PASBZV-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASBZV_01_Solid Tissue_Primary Tumor
PASCDX	01	GMKF	BS_SYSZCYYZ	BS_97SKFHM4	NA	NBL, MYCN amplified	NA	PASCDX_01_Solid Tissue_Primary Tumor
PASCDX	01	TARGET	TARGET-30-PASCDX-01A-01D	BS_97SKFHM4	NA	NBL, MYCN amplified	NA	PASCDX_01_Solid Tissue_Primary Tumor
PASCEW	09	TARGET	TARGET-30-PASCEW-09A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASCEW_09_Bone Marrow_Primary Tumor
PASCFA	01	TARGET	TARGET-30-PASCFA-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASCFA_01_Solid Tissue_Primary Tumor
PASCFC	01	TARGET	NA	TARGET-30-PASCFC-01A-01R	TARGET-30-PASCFC-01A-01D.M	NBL, MYCN non-amplified	NA	PASCFC_01_Solid Tissue_Primary Tumor
PASCFD	01	TARGET	TARGET-30-PASCFD-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASCFD_01_Solid Tissue_Primary Tumor
PASCGM	01	GMKF	BS_HYX0M8VM	BS_REGK1PS6	NA	NBL, MYCN non-amplified	NA	PASCGM_01_Solid Tissue_Primary Tumor
PASCIX	09	TARGET	TARGET-30-PASCIX-09A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASCIX_09_Bone Marrow_Primary Tumor
PASCJJ	01	TARGET	TARGET-30-PASCJJ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASCJJ_01_Solid Tissue_Primary Tumor
PASCRK	01	TARGET	TARGET-30-PASCRK-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASCRK_01_Solid Tissue_Primary Tumor
PASCTR	01	TARGET	NA	TARGET-30-PASCTR-01A-01R	TARGET-30-PASCTR-01A-01D.M	NBL, MYCN non-amplified	NA	PASCTR_01_Solid Tissue_Primary Tumor
PASCWD	01	GMKF	BS_DWYR5CTE	BS_W5X4568N	NA	NBL, MYCN amplified	NA	PASCWD_01_Solid Tissue_Primary Tumor
PASCWD	01	TARGET	TARGET-30-PASCWD-01A-01D	BS_W5X4568N	NA	NBL, MYCN amplified	NA	PASCWD_01_Solid Tissue_Primary Tumor
PASCZY	01	TARGET	TARGET-30-PASCZY-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASCZY_01_Solid Tissue_Primary Tumor
PASDDP	01	GMKF	BS_XA3KEKC6	BS_MAJ800Q0	NA	NBL, MYCN non-amplified	NA	PASDDP_01_Solid Tissue_Primary Tumor
PASDDP	01	TARGET	TARGET-30-PASDDP-01A-01D	BS_MAJ800Q0	NA	NBL, MYCN non-amplified	NA	PASDDP_01_Solid Tissue_Primary Tumor
PASDNT	01	GMKF	BS_H18ZNTNR	NA	NA	NBL, MYCN non-amplified	NA	PASDNT_01_Solid Tissue_Primary Tumor
PASDPN	01	GMKF	BS_W05MC7QG	NA	NA	NBL, MYCN non-amplified	NA	PASDPN_01_Solid Tissue_Primary Tumor
PASDRV	01	TARGET	TARGET-30-PASDRV-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASDRV_01_Solid Tissue_Primary Tumor
PASDYT	01	GMKF	BS_B6E0477K	BS_N13KZYRR	NA	NBL, MYCN non-amplified	NA	PASDYT_01_Solid Tissue_Primary Tumor
PASDYT	01	TARGET	TARGET-30-PASDYT-01A-01D	BS_N13KZYRR	NA	NBL, MYCN non-amplified	NA	PASDYT_01_Solid Tissue_Primary Tumor
PASEAR	01	TARGET	TARGET-30-PASEAR-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASEAR_01_Solid Tissue_Primary Tumor
PASEDP	01	TARGET	TARGET-30-PASEDP-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASEDP_01_Solid Tissue_Primary Tumor
PASEGA	01	TARGET	TARGET-30-PASEGA-01A-01D	TARGET-30-PASEGA-01A-01R	TARGET-30-PASEGA-01A-01D.M	NBL, MYCN non-amplified	NA	PASEGA_01_Solid Tissue_Primary Tumor
PASEGF	01	TARGET	TARGET-30-PASEGF-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASEGF_01_Solid Tissue_Primary Tumor
PASEJZ	01	TARGET	TARGET-30-PASEJZ-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASEJZ_01_Solid Tissue_Primary Tumor
PASESX	01	TARGET	TARGET-30-PASESX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASESX_01_Solid Tissue_Primary Tumor
PASEVK	01	TARGET	TARGET-30-PASEVK-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASEVK_01_Solid Tissue_Primary Tumor
PASEWX	01	TARGET	TARGET-30-PASEWX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASEWX_01_Solid Tissue_Primary Tumor
PASEWZ	01	GMKF	BS_X2D8S1HY	BS_8VPBB5C2	NA	NBL, MYCN non-amplified	NA	PASEWZ_01_Solid Tissue_Primary Tumor
PASEWZ	01	TARGET	TARGET-30-PASEWZ-01A-01D	BS_8VPBB5C2	NA	NBL, MYCN non-amplified	NA	PASEWZ_01_Solid Tissue_Primary Tumor
PASEYW	01	TARGET	TARGET-30-PASEYW-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASEYW_01_Solid Tissue_Primary Tumor
PASFCG	01	GMKF	BS_PQFKEKEW	BS_WR5VE59B	NA	NBL, MYCN non-amplified	NA	PASFCG_01_Solid Tissue_Primary Tumor
PASFCG	01	TARGET	TARGET-30-PASFCG-01A-01D	BS_WR5VE59B	NA	NBL, MYCN non-amplified	NA	PASFCG_01_Solid Tissue_Primary Tumor
PASFDJ	01	TARGET	TARGET-30-PASFDJ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASFDJ_01_Solid Tissue_Primary Tumor
PASFDU	01	TARGET	TARGET-30-PASFDU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASFDU_01_Solid Tissue_Primary Tumor
PASFDV	01	TARGET	TARGET-30-PASFDV-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASFDV_01_Solid Tissue_Primary Tumor
PASFEU	01	GMKF	BS_KE5D12KG	BS_W3ZSVEVP	NA	NBL, MYCN non-amplified	NA	PASFEU_01_Solid Tissue_Primary Tumor
PASFEV	01	GMKF	BS_MCCJ3EMF	BS_Z0MTZA9K	NA	NBL, MYCN non-amplified	NA	PASFEV_01_Solid Tissue_Primary Tumor
PASFEV	01	TARGET	TARGET-30-PASFEV-01A-01D	BS_Z0MTZA9K	NA	NBL, MYCN non-amplified	NA	PASFEV_01_Solid Tissue_Primary Tumor
PASFGD	01	TARGET	TARGET-30-PASFGD-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASFGD_01_Solid Tissue_Primary Tumor
PASFGG	01	TARGET	TARGET-30-PASFGG-01A-01D	TARGET-30-PASFGG-01A-01R	TARGET-30-PASFGG-01A-01D.M	NBL, MYCN non-amplified	NA	PASFGG_01_Solid Tissue_Primary Tumor
PASFHI	01	GMKF	BS_D8H43Q28	NA	NA	NBL, MYCN non-amplified	NA	PASFHI_01_Solid Tissue_Primary Tumor
PASFIC	01	GMKF	BS_W22EEJCZ	BS_DYHEFXJC	TARGET-30-PASFIC-01A-01D.M	NBL, MYCN non-amplified	NA	PASFIC_01_Solid Tissue_Primary Tumor
PASFIC	01	GMKF	BS_W22EEJCZ	TARGET-30-PASFIC-01A-01R	TARGET-30-PASFIC-01A-01D.M	NBL, MYCN non-amplified	NA	PASFIC_01_Solid Tissue_Primary Tumor
PASFKX	01	TARGET	TARGET-30-PASFKX-01A-01D	BS_6N7RPHX9	NA	NBL, MYCN amplified	NA	PASFKX_01_Solid Tissue_Primary Tumor
PASFKX	01	GMKF	BS_2X9EVKZ0	BS_6N7RPHX9	NA	NBL, MYCN amplified	NA	PASFKX_01_Solid Tissue_Primary Tumor
PASFNF	01	TARGET	TARGET-30-PASFNF-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASFNF_01_Solid Tissue_Primary Tumor
PASFNY	01	GMKF	BS_MTQ7F28J	NA	NA	NBL, MYCN amplified	NA	PASFNY_01_Solid Tissue_Primary Tumor
PASFNY	01	TARGET	TARGET-30-PASFNY-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASFNY_01_Solid Tissue_Primary Tumor
PASFWL	01	GMKF	BS_5BFNH9S6	BS_WHX83JW2	NA	NBL, MYCN non-amplified	NA	PASFWL_01_Solid Tissue_Primary Tumor
PASFWL	01	TARGET	TARGET-30-PASFWL-01A-01D	BS_WHX83JW2	NA	NBL, MYCN non-amplified	NA	PASFWL_01_Solid Tissue_Primary Tumor
PASFXC	01	GMKF	BS_T9VPRPVA	BS_3KGHX57D	NA	NBL, MYCN non-amplified	NA	PASFXC_01_Solid Tissue_Primary Tumor
PASFXC	01	TARGET	TARGET-30-PASFXC-01A-01D	BS_3KGHX57D	NA	NBL, MYCN non-amplified	NA	PASFXC_01_Solid Tissue_Primary Tumor
PASFXS	01	TARGET	TARGET-30-PASFXS-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASFXS_01_Solid Tissue_Primary Tumor
PASGAP	01	TARGET	TARGET-30-PASGAP-01A-01D	TARGET-30-PASGAP-01A-01R	TARGET-30-PASGAP-01A-01D.M	NBL, MYCN non-amplified	NA	PASGAP_01_Solid Tissue_Primary Tumor
PASGAP	02	TARGET	NA	TARGET-30-PASGAP-02A-01R	TARGET-30-PASGAP-02A-01D.M	NBL, MYCN non-amplified	NA	PASGAP_02_Solid Tissue_Recurrence
PASGBE	01	GMKF	NA	BS_43R2B7DR	NA	NBL, MYCN non-amplified	NA	PASGBE_01_Solid Tissue_Primary Tumor
PASGCD	01	TARGET	TARGET-30-PASGCD-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASGCD_01_Solid Tissue_Primary Tumor
PASGDB	01	TARGET	TARGET-30-PASGDB-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASGDB_01_Solid Tissue_Primary Tumor
PASGEE	01	TARGET	TARGET-30-PASGEE-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASGEE_01_Solid Tissue_Primary Tumor
PASGES	01	TARGET	TARGET-30-PASGES-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASGES_01_Solid Tissue_Primary Tumor
PASGGD	01	GMKF	BS_QKTJ4QY9	BS_A2HY1DZA	NA	NBL, MYCN non-amplified	NA	PASGGD_01_Solid Tissue_Primary Tumor
PASGGI	01	GMKF	BS_P8X3GAEP	NA	NA	NBL, MYCN non-amplified	NA	PASGGI_01_Solid Tissue_Primary Tumor
PASGGI	01	TARGET	TARGET-30-PASGGI-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASGGI_01_Solid Tissue_Primary Tumor
PASGHN	01	TARGET	TARGET-30-PASGHN-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASGHN_01_Solid Tissue_Primary Tumor
PASGKP	01	TARGET	TARGET-30-PASGKP-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASGKP_01_Solid Tissue_Primary Tumor
PASGNT	01	TARGET	TARGET-30-PASGNT-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASGNT_01_Solid Tissue_Primary Tumor
PASGRL	01	GMKF	BS_EQE447QB	NA	NA	NBL, MYCN non-amplified	NA	PASGRL_01_Solid Tissue_Primary Tumor
PASGUT	01	TARGET	TARGET-30-PASGUT-01A-01D	TARGET-30-PASGUT-01A-01R	TARGET-30-PASGUT-01A-01D.M	NBL, MYCN non-amplified	NA	PASGUT_01_Solid Tissue_Primary Tumor
PASHEL	01	GMKF	BS_TR758MB1	NA	NA	NBL, MYCN amplified	NA	PASHEL_01_Solid Tissue_Primary Tumor
PASHFA	01	TARGET	NA	TARGET-30-PASHFA-01A-01R	TARGET-30-PASHFA-01A-01D.M	NBL, MYCN amplified	NA	PASHFA_01_Solid Tissue_Primary Tumor
PASHLP	01	GMKF	BS_CGGJZ5Q1	NA	NA	NBL, MYCN non-amplified	NA	PASHLP_01_Solid Tissue_Primary Tumor
PASIIB	01	GMKF	BS_30NT6PNA	BS_6GSJCDCN	NA	NBL, MYCN non-amplified	NA	PASIIB_01_Solid Tissue_Primary Tumor
PASIIU	01	GMKF	BS_W2BC0CVT	NA	NA	NBL, MYCN amplified	NA	PASIIU_01_Solid Tissue_Primary Tumor
PASIUJ	01	GMKF	BS_SY6CCX4G	BS_19PXZ71B	NA	NBL, MYCN amplified	NA	PASIUJ_01_Solid Tissue_Primary Tumor
PASJBY	01	GMKF	BS_F3ZZ4BXE	NA	NA	NBL, MYCN non-amplified	NA	PASJBY_01_Solid Tissue_Primary Tumor
PASJRT	01	GMKF	BS_WMM0MP1J	NA	NA	NBL, MYCN amplified	NA	PASJRT_01_Solid Tissue_Primary Tumor
PASJTA	01	GMKF	BS_DFJYRYV1	BS_WHBM0N3Y	NA	NBL, MYCN non-amplified	NA	PASJTA_01_Solid Tissue_Primary Tumor
PASJTA	01	TARGET	TARGET-30-PASJTA-01A-01D	BS_WHBM0N3Y	NA	NBL, MYCN non-amplified	NA	PASJTA_01_Solid Tissue_Primary Tumor
PASJUU	01	GMKF	BS_FV0C303D	NA	NA	NBL, MYCN non-amplified	NA	PASJUU_01_Solid Tissue_Primary Tumor
PASJUU	01	TARGET	TARGET-30-PASJUU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASJUU_01_Solid Tissue_Primary Tumor
PASJWA	01	TARGET	TARGET-30-PASJWA-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASJWA_01_Solid Tissue_Primary Tumor
PASJWG	01	GMKF	BS_VGAKW5G6	NA	NA	NBL, MYCN non-amplified	NA	PASJWG_01_Solid Tissue_Primary Tumor
PASJWG	01	TARGET	TARGET-30-PASJWG-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASJWG_01_Solid Tissue_Primary Tumor
PASJWU	01	TARGET	TARGET-30-PASJWU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASJWU_01_Solid Tissue_Primary Tumor
PASJZC	01	TARGET	NA	TARGET-30-PASJZC-01A-01R	TARGET-30-PASJZC-01A-01D.M	NBL, MYCN non-amplified	NA	PASJZC_01_Solid Tissue_Primary Tumor
PASKCS	01	GMKF	BS_1YD0ZQ4R	NA	NA	NBL, MYCN non-amplified	NA	PASKCS_01_Solid Tissue_Primary Tumor
PASKCS	01	TARGET	TARGET-30-PASKCS-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASKCS_01_Solid Tissue_Primary Tumor
PASKFM	01	GMKF	BS_JQ0XD1K9	BS_EE5Z0Z4J	NA	NBL, MYCN non-amplified	NA	PASKFM_01_Solid Tissue_Primary Tumor
PASKFV	01	TARGET	TARGET-30-PASKFV-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASKFV_01_Solid Tissue_Primary Tumor
PASKIS	01	GMKF	BS_QDRHQSPZ	BS_6WBAV14H	NA	NBL, MYCN amplified	NA	PASKIS_01_Solid Tissue_Primary Tumor
PASKKZ	01	TARGET	TARGET-30-PASKKZ-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASKKZ_01_Solid Tissue_Primary Tumor
PASKNK	01	TARGET	TARGET-30-PASKNK-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASKNK_01_Solid Tissue_Primary Tumor
PASKPC	01	TARGET	TARGET-30-PASKPC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASKPC_01_Solid Tissue_Primary Tumor
PASKRA	01	TARGET	TARGET-30-PASKRA-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASKRA_01_Solid Tissue_Primary Tumor
PASKRS	01	GMKF	BS_W41Y820G	BS_QS2NKZW3	NA	NBL, MYCN non-amplified	NA	PASKRS_01_Solid Tissue_Primary Tumor
PASKRS	01	TARGET	TARGET-30-PASKRS-01A-01D	BS_QS2NKZW3	NA	NBL, MYCN non-amplified	NA	PASKRS_01_Solid Tissue_Primary Tumor
PASKRX	01	TARGET	TARGET-30-PASKRX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASKRX_01_Solid Tissue_Primary Tumor
PASKSR	01	TARGET	TARGET-30-PASKSR-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASKSR_01_Solid Tissue_Primary Tumor
PASKSX	01	TARGET	TARGET-30-PASKSX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASKSX_01_Solid Tissue_Primary Tumor
PASKTB	01	TARGET	TARGET-30-PASKTB-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASKTB_01_Solid Tissue_Primary Tumor
PASKWI	01	GMKF	NA	BS_3V34S6KM	NA	NBL, MYCN non-amplified	NA	PASKWI_01_Solid Tissue_Primary Tumor
PASKYH	01	TARGET	TARGET-30-PASKYH-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASKYH_01_Solid Tissue_Primary Tumor
PASKZT	01	GMKF	BS_CKVK1AYV	BS_CZ7DWCPE	NA	NBL, MYCN non-amplified	NA	PASKZT_01_Solid Tissue_Primary Tumor
PASKZT	01	TARGET	TARGET-30-PASKZT-01A-01D	BS_CZ7DWCPE	NA	NBL, MYCN non-amplified	NA	PASKZT_01_Solid Tissue_Primary Tumor
PASLAE	01	TARGET	TARGET-30-PASLAE-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASLAE_01_Solid Tissue_Primary Tumor
PASLCD	01	TARGET	TARGET-30-PASLCD-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASLCD_01_Solid Tissue_Primary Tumor
PASLDM	01	TARGET	TARGET-30-PASLDM-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASLDM_01_Solid Tissue_Primary Tumor
PASLFG	01	TARGET	TARGET-30-PASLFG-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASLFG_01_Solid Tissue_Primary Tumor
PASLGM	01	TARGET	TARGET-30-PASLGM-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASLGM_01_Solid Tissue_Primary Tumor
PASLIH	01	GMKF	BS_6KH6CXMH	BS_HW9CGZ29	NA	NBL, MYCN non-amplified	NA	PASLIH_01_Solid Tissue_Primary Tumor
PASLIH	01	TARGET	TARGET-30-PASLIH-01A-01D	BS_HW9CGZ29	NA	NBL, MYCN non-amplified	NA	PASLIH_01_Solid Tissue_Primary Tumor
PASLMN	01	GMKF	BS_3CVTNBQ3	NA	NA	NBL, MYCN non-amplified	NA	PASLMN_01_Solid Tissue_Primary Tumor
PASLMN	01	TARGET	TARGET-30-PASLMN-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASLMN_01_Solid Tissue_Primary Tumor
PASLPG	01	GMKF	BS_V7B79J5R	BS_9C595Y9M	NA	NBL, MYCN non-amplified	NA	PASLPG_01_Solid Tissue_Primary Tumor
PASLPG	01	TARGET	TARGET-30-PASLPG-01A-01D	BS_9C595Y9M	NA	NBL, MYCN non-amplified	NA	PASLPG_01_Solid Tissue_Primary Tumor
PASLRM	01	TARGET	TARGET-30-PASLRM-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASLRM_01_Solid Tissue_Primary Tumor
PASLSS	01	TARGET	TARGET-30-PASLSS-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASLSS_01_Solid Tissue_Primary Tumor
PASLTC	01	GMKF	BS_AE718N55	BS_ZWRZRC4V	NA	NBL, MYCN non-amplified	NA	PASLTC_01_Solid Tissue_Primary Tumor
PASLTC	01	TARGET	TARGET-30-PASLTC-01A-01D	BS_ZWRZRC4V	NA	NBL, MYCN non-amplified	NA	PASLTC_01_Solid Tissue_Primary Tumor
PASLTH	01	GMKF	BS_CPGZYTHM	NA	NA	NBL, MYCN non-amplified	NA	PASLTH_01_Solid Tissue_Primary Tumor
PASLXS	01	TARGET	TARGET-30-PASLXS-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASLXS_01_Solid Tissue_Primary Tumor
PASLYF	01	TARGET	TARGET-30-PASLYF-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASLYF_01_Solid Tissue_Primary Tumor
PASMCP	01	TARGET	TARGET-30-PASMCP-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASMCP_01_Solid Tissue_Primary Tumor
PASMDG	01	TARGET	TARGET-30-PASMDG-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASMDG_01_Solid Tissue_Primary Tumor
PASMDM	01	TARGET	NA	TARGET-30-PASMDM-01A-01R	TARGET-30-PASMDM-01A-01D.M	NBL, MYCN non-amplified	NA	PASMDM_01_Solid Tissue_Primary Tumor
PASMET	01	GMKF	BS_RA5HNMDP	BS_0SC4QNTM	NA	NBL, MYCN amplified	NA	PASMET_01_Solid Tissue_Primary Tumor
PASMET	01	TARGET	TARGET-30-PASMET-01A-01D	BS_0SC4QNTM	NA	NBL, MYCN non-amplified	NA	PASMET_01_Solid Tissue_Primary Tumor
PASMGS	01	GMKF	BS_MJ2H7ZT3	BS_59ZF7365	NA	NBL, MYCN non-amplified	NA	PASMGS_01_Solid Tissue_Primary Tumor
PASMIU	01	GMKF	BS_0RBGK29M	BS_KC02E200	NA	NBL, MYCN non-amplified	NA	PASMIU_01_Solid Tissue_Primary Tumor
PASMJG	01	TARGET	TARGET-30-PASMJG-01A-01D	TARGET-30-PASMJG-01A-01R	TARGET-30-PASMJG-01A-01D.M	NBL, MYCN non-amplified	NA	PASMJG_01_Solid Tissue_Primary Tumor
PASMNT	01	TARGET	TARGET-30-PASMNT-01A-01D	TARGET-30-PASMNT-01A-01R	TARGET-30-PASMNT-01A-01D.M	NBL, MYCN non-amplified	NA	PASMNT_01_Solid Tissue_Primary Tumor
PASMNU	01	TARGET	TARGET-30-PASMNU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASMNU_01_Solid Tissue_Primary Tumor
PASMPT	01	TARGET	TARGET-30-PASMPT-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASMPT_01_Solid Tissue_Primary Tumor
PASMRC	01	TARGET	TARGET-30-PASMRC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASMRC_01_Solid Tissue_Primary Tumor
PASMUB	01	GMKF	BS_69KVWAWK	BS_H5RWQDCJ	NA	NBL, MYCN non-amplified	NA	PASMUB_01_Solid Tissue_Primary Tumor
PASMUB	01	TARGET	TARGET-30-PASMUB-01A-01D	BS_H5RWQDCJ	NA	NBL, MYCN non-amplified	NA	PASMUB_01_Solid Tissue_Primary Tumor
PASNEF	01	TARGET	TARGET-30-PASNEF-01A-01D	TARGET-30-PASNEF-01A-01R	TARGET-30-PASNEF-01A-01D.M	NBL, MYCN non-amplified	NA	PASNEF_01_Solid Tissue_Primary Tumor
PASNHY	01	GMKF	BS_NVJJJ7MT	BS_WKPG4MH1	NA	NBL, MYCN non-amplified	NA	PASNHY_01_Solid Tissue_Primary Tumor
PASNII	01	GMKF	NA	BS_A3198WFE	NA	NBL, MYCN non-amplified	NA	PASNII_01_Solid Tissue_Primary Tumor
PASNMJ	01	TARGET	TARGET-30-PASNMJ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASNMJ_01_Solid Tissue_Primary Tumor
PASNML	01	TARGET	NA	TARGET-30-PASNML-01A-01R	TARGET-30-PASNML-01A-01D.M	NBL, MYCN non-amplified	NA	PASNML_01_Solid Tissue_Primary Tumor
PASNPG	01	TARGET	NA	TARGET-30-PASNPG-01A-01R	TARGET-30-PASNPG-01A-01D.M	NBL, MYCN non-amplified	NA	PASNPG_01_Solid Tissue_Primary Tumor
PASNPG	02	TARGET	NA	TARGET-30-PASNPG-02A-01R	TARGET-30-PASNPG-02A-01D.M	NBL, MYCN non-amplified	NA	PASNPG_02_Solid Tissue_Recurrence
PASNUI	01	GMKF	BS_3564XTTK	BS_3CSY3JTN	NA	NBL, MYCN amplified	NA	PASNUI_01_Solid Tissue_Primary Tumor
PASNUI	01	TARGET	TARGET-30-PASNUI-01A-01D	BS_3CSY3JTN	NA	NBL, MYCN amplified	NA	PASNUI_01_Solid Tissue_Primary Tumor
PASNVM	01	TARGET	TARGET-30-PASNVM-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASNVM_01_Solid Tissue_Primary Tumor
PASNWH	01	TARGET	TARGET-30-PASNWH-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASNWH_01_Solid Tissue_Primary Tumor
PASNZU	01	TARGET	TARGET-30-PASNZU-01A-01D	TARGET-30-PASNZU-01A-01R	TARGET-30-PASNZU-01A-01D.M	NBL, MYCN amplified	NA	PASNZU_01_Solid Tissue_Primary Tumor
PASPBY	01	TARGET	TARGET-30-PASPBY-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASPBY_01_Solid Tissue_Primary Tumor
PASPBZ	01	TARGET	NA	TARGET-30-PASPBZ-01A-01R	TARGET-30-PASPBZ-01A-01D.M	NBL, MYCN non-amplified	NA	PASPBZ_01_Solid Tissue_Primary Tumor
PASPER	01	TARGET	TARGET-30-PASPER-01A-01D	TARGET-30-PASPER-01A-01R	TARGET-30-PASPER-01A-01D.M	NBL, MYCN non-amplified	NA	PASPER_01_Solid Tissue_Primary Tumor
PASPGB	01	TARGET	TARGET-30-PASPGB-01A-01D	BS_94ZKC2SR	NA	NBL, MYCN amplified	NA	PASPGB_01_Solid Tissue_Primary Tumor
PASPGB	01	GMKF	BS_ACCE0MEA	BS_94ZKC2SR	NA	NBL, MYCN amplified	NA	PASPGB_01_Solid Tissue_Primary Tumor
PASPGU	01	TARGET	TARGET-30-PASPGU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASPGU_01_Solid Tissue_Primary Tumor
PASPIK	01	TARGET	TARGET-30-PASPIK-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASPIK_01_Solid Tissue_Primary Tumor
PASPIU	01	GMKF	BS_FK3DPAWA	NA	NA	NBL, MYCN non-amplified	NA	PASPIU_01_Solid Tissue_Primary Tumor
PASPSE	01	TARGET	TARGET-30-PASPSE-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASPSE_01_Solid Tissue_Primary Tumor
PASPTF	01	TARGET	TARGET-30-PASPTF-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASPTF_01_Solid Tissue_Primary Tumor
PASPVR	09	TARGET	TARGET-30-PASPVR-09A-01D	NA	NA	NBL, MYCN amplified	NA	PASPVR_09_Bone Marrow_Primary Tumor
PASPVZ	09	TARGET	TARGET-30-PASPVZ-09A-01D	NA	NA	NBL, MYCN amplified	NA	PASPVZ_09_Bone Marrow_Primary Tumor
PASPXU	01	TARGET	TARGET-30-PASPXU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASPXU_01_Solid Tissue_Primary Tumor
PASREV	09	GMKF	BS_CH0ZV29W	NA	NA	NBL, MYCN amplified	NA	PASREV_09_Bone Marrow_Primary Tumor
