Kids_First_Participant_ID	sample_id	cohort	Kids_First_Biospecimen_ID_DNA	Kids_First_Biospecimen_ID_RNA	Kids_First_Biospecimen_ID_Methyl	molecular_subtype	molecular_subtype_methyl	match_id
PATTHA	01	TARGET	TARGET-30-PATTHA-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATTHA_01_Solid Tissue_Primary Tumor
PATTHB	01	GMKF	BS_B2RYV4GG	BS_S32M2YTY	NA	NBL, MYCN non-amplified	NA	PATTHB_01_Solid Tissue_Primary Tumor
PATTMM	01	TARGET	TARGET-30-PATTMM-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATTMM_01_Solid Tissue_Primary Tumor
PATTNA	01	TARGET	TARGET-30-PATTNA-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATTNA_01_Solid Tissue_Primary Tumor
PATTNX	01	GMKF	BS_G4W213NW	BS_DHXNWXP6	NA	NBL, MYCN non-amplified	NA	PATTNX_01_Solid Tissue_Primary Tumor
PATTPC	01	GMKF	BS_GBS4JMAZ	BS_NKGRBE18	NA	NBL, MYCN amplified	NA	PATTPC_01_Solid Tissue_Primary Tumor
PATTPC	01	TARGET	TARGET-30-PATTPC-01A-01D	BS_NKGRBE18	NA	NBL, MYCN amplified	NA	PATTPC_01_Solid Tissue_Primary Tumor
PATTPL	01	TARGET	TARGET-30-PATTPL-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATTPL_01_Solid Tissue_Primary Tumor
PATTPW	01	TARGET	TARGET-30-PATTPW-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATTPW_01_Solid Tissue_Primary Tumor
PATTTS	01	GMKF	BS_ABZC437A	NA	NA	NBL, MYCN non-amplified	NA	PATTTS_01_Solid Tissue_Primary Tumor
PATTWT	01	GMKF	BS_D9BP1QN2	NA	NA	NBL, MYCN non-amplified	NA	PATTWT_01_Solid Tissue_Primary Tumor
PATUAI	01	GMKF	BS_XX68G6KE	NA	NA	NBL, MYCN non-amplified	NA	PATUAI_01_Solid Tissue_Primary Tumor
PATUBI	01	GMKF	BS_E4N511ZX	BS_E359X3QV	NA	NBL, MYCN non-amplified	NA	PATUBI_01_Solid Tissue_Primary Tumor
PATUEH	01	TARGET	TARGET-30-PATUEH-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATUEH_01_Solid Tissue_Primary Tumor
PATUNK	01	TARGET	TARGET-30-PATUNK-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATUNK_01_Solid Tissue_Primary Tumor
PATUNX	01	TARGET	TARGET-30-PATUNX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATUNX_01_Solid Tissue_Primary Tumor
PATUNZ	01	TARGET	TARGET-30-PATUNZ-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATUNZ_01_Solid Tissue_Primary Tumor
PATUPN	01	GMKF	BS_NNH2A86D	BS_10MQQC5C	NA	NBL, MYCN non-amplified	NA	PATUPN_01_Solid Tissue_Primary Tumor
PATUPR	09	TARGET	TARGET-30-PATUPR-09A-01D	NA	NA	NBL, MYCN amplified	NA	PATUPR_09_Bone Marrow_Primary Tumor
PATUVB	01	TARGET	TARGET-30-PATUVB-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATUVB_01_Solid Tissue_Primary Tumor
PATUWG	01	GMKF	BS_STK02B14	NA	NA	NBL, MYCN non-amplified	NA	PATUWG_01_Solid Tissue_Primary Tumor
PATUWG	01	TARGET	TARGET-30-PATUWG-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATUWG_01_Solid Tissue_Primary Tumor
PATUZF	01	TARGET	TARGET-30-PATUZF-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATUZF_01_Solid Tissue_Primary Tumor
PATVDI	01	TARGET	TARGET-30-PATVDI-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATVDI_01_Solid Tissue_Primary Tumor
PATVDP	01	TARGET	TARGET-30-PATVDP-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATVDP_01_Solid Tissue_Primary Tumor
PATVDY	09	TARGET	TARGET-30-PATVDY-09A-01D	NA	NA	NBL, MYCN amplified	NA	PATVDY_09_Bone Marrow_Primary Tumor
PATVER	01	GMKF	BS_SYQG48V0	NA	NA	NBL, MYCN non-amplified	NA	PATVER_01_Solid Tissue_Primary Tumor
PATVHJ	01	GMKF	BS_EDGSP4V6	BS_8GD69HHF	NA	NBL, MYCN non-amplified	NA	PATVHJ_01_Solid Tissue_Primary Tumor
PATVJX	01	TARGET	TARGET-30-PATVJX-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATVJX_01_Solid Tissue_Primary Tumor
PATVKG	01	GMKF	BS_0Y4VHCMS	NA	NA	NBL, MYCN non-amplified	NA	PATVKG_01_Solid Tissue_Primary Tumor
PATVKI	01	GMKF	BS_6S50RDHT	NA	NA	NBL, MYCN non-amplified	NA	PATVKI_01_Solid Tissue_Primary Tumor
PATVKN	01	GMKF	BS_6AENZKKA	BS_Z36F6GKX	NA	NBL, MYCN non-amplified	NA	PATVKN_01_Solid Tissue_Primary Tumor
PATVMF	01	GMKF	BS_8JTH2X5Z	NA	NA	NBL, MYCN non-amplified	NA	PATVMF_01_Solid Tissue_Primary Tumor
PATVMF	01	TARGET	TARGET-30-PATVMF-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATVMF_01_Solid Tissue_Primary Tumor
PATVNW	01	TARGET	TARGET-30-PATVNW-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATVNW_01_Solid Tissue_Primary Tumor
PATVRG	01	GMKF	BS_YPKSF86W	BS_83RF7CY6	NA	NBL, MYCN non-amplified	NA	PATVRG_01_Solid Tissue_Primary Tumor
PATVSU	01	TARGET	TARGET-30-PATVSU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATVSU_01_Solid Tissue_Primary Tumor
PATVTL	01	TARGET	TARGET-30-PATVTL-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATVTL_01_Solid Tissue_Primary Tumor
PATVVB	01	GMKF	BS_PDWEETXG	NA	NA	NBL, MYCN non-amplified	NA	PATVVB_01_Solid Tissue_Primary Tumor
PATVWA	01	TARGET	TARGET-30-PATVWA-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATVWA_01_Solid Tissue_Primary Tumor
PATVYZ	01	GMKF	BS_NGBKDYFB	NA	NA	NBL, MYCN non-amplified	NA	PATVYZ_01_Solid Tissue_Primary Tumor
PATVYZ	01	TARGET	TARGET-30-PATVYZ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATVYZ_01_Solid Tissue_Primary Tumor
PATVZB	01	TARGET	TARGET-30-PATVZB-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATVZB_01_Solid Tissue_Primary Tumor
PATWAG	09	GMKF	BS_SSS5J8P5	NA	NA	NBL, MYCN non-amplified	NA	PATWAG_09_Bone Marrow_Primary Tumor
PATWDV	01	GMKF	BS_588QYDB1	NA	NA	NBL, MYCN non-amplified	NA	PATWDV_01_Solid Tissue_Primary Tumor
PATWED	01	GMKF	BS_HZKJMB0D	BS_YA56YE71	NA	NBL, MYCN amplified	NA	PATWED_01_Solid Tissue_Primary Tumor
PATWED	01	TARGET	TARGET-30-PATWED-01A-01D	BS_YA56YE71	NA	NBL, MYCN non-amplified	NA	PATWED_01_Solid Tissue_Primary Tumor
PATWEJ	01	GMKF	BS_QNQDTDCS	NA	NA	NBL, MYCN non-amplified	NA	PATWEJ_01_Solid Tissue_Primary Tumor
PATWGC	01	TARGET	TARGET-30-PATWGC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATWGC_01_Solid Tissue_Primary Tumor
PATWGR	01	GMKF	BS_1FR8GJ7N	NA	NA	NBL, MYCN amplified	NA	PATWGR_01_Solid Tissue_Primary Tumor
PATWGR	01	TARGET	TARGET-30-PATWGR-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATWGR_01_Solid Tissue_Primary Tumor
PATWIL	01	GMKF	BS_R66Z3ENM	BS_KBXSSXWF	NA	NBL, MYCN non-amplified	NA	PATWIL_01_Solid Tissue_Primary Tumor
PATWIL	01	TARGET	TARGET-30-PATWIL-01A-01D	BS_KBXSSXWF	NA	NBL, MYCN non-amplified	NA	PATWIL_01_Solid Tissue_Primary Tumor
PATWMX	01	TARGET	TARGET-30-PATWMX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATWMX_01_Solid Tissue_Primary Tumor
PATWNB	01	TARGET	TARGET-30-PATWNB-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATWNB_01_Solid Tissue_Primary Tumor
PATWPC	01	GMKF	BS_25EXB29C	BS_8V59CEJJ	NA	NBL, MYCN non-amplified	NA	PATWPC_01_Solid Tissue_Primary Tumor
PATWPL	01	GMKF	BS_7HRQNWJY	BS_STTGK8V4	NA	NBL, MYCN non-amplified	NA	PATWPL_01_Solid Tissue_Primary Tumor
PATWTJ	01	GMKF	BS_YTQ6Y7FQ	NA	NA	NBL, MYCN non-amplified	NA	PATWTJ_01_Solid Tissue_Primary Tumor
PATWTW	01	TARGET	TARGET-30-PATWTW-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATWTW_01_Solid Tissue_Primary Tumor
PATWWJ	01	TARGET	TARGET-30-PATWWJ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATWWJ_01_Solid Tissue_Primary Tumor
PATWZB	01	TARGET	TARGET-30-PATWZB-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATWZB_01_Solid Tissue_Primary Tumor
PATWZZ	01	TARGET	TARGET-30-PATWZZ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATWZZ_01_Solid Tissue_Primary Tumor
PATXDV	01	TARGET	TARGET-30-PATXDV-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATXDV_01_Solid Tissue_Primary Tumor
PATXGG	01	GMKF	BS_J8YAY1HM	NA	NA	NBL, MYCN non-amplified	NA	PATXGG_01_Solid Tissue_Primary Tumor
PATXHB	01	GMKF	BS_E7CRT00M	NA	NA	NBL, MYCN non-amplified	NA	PATXHB_01_Solid Tissue_Primary Tumor
PATXHC	01	TARGET	TARGET-30-PATXHC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATXHC_01_Solid Tissue_Primary Tumor
PATXHT	01	TARGET	TARGET-30-PATXHT-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATXHT_01_Solid Tissue_Primary Tumor
PATXHW	01	TARGET	TARGET-30-PATXHW-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATXHW_01_Solid Tissue_Primary Tumor
PATXKG	01	GMKF	BS_01BDZ0TW	NA	NA	NBL, MYCN amplified	NA	PATXKG_01_Solid Tissue_Primary Tumor
PATXKG	01	TARGET	TARGET-30-PATXKG-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATXKG_01_Solid Tissue_Primary Tumor
PATXKN	01	GMKF	BS_SMJRCVQB	BS_0D3SCV7P	NA	NBL, MYCN non-amplified	NA	PATXKN_01_Solid Tissue_Primary Tumor
PATXTF	01	GMKF	BS_76SQJSHP	BS_BW9QBKEQ	NA	NBL, MYCN non-amplified	NA	PATXTF_01_Solid Tissue_Primary Tumor
PATXTF	01	TARGET	TARGET-30-PATXTF-01A-01D	BS_BW9QBKEQ	NA	NBL, MYCN non-amplified	NA	PATXTF_01_Solid Tissue_Primary Tumor
PATXUG	01	TARGET	TARGET-30-PATXUG-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATXUG_01_Solid Tissue_Primary Tumor
PATXWS	01	TARGET	TARGET-30-PATXWS-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATXWS_01_Solid Tissue_Primary Tumor
PATXWY	09	TARGET	TARGET-30-PATXWY-09A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATXWY_09_Bone Marrow_Primary Tumor
PATXXF	01	TARGET	TARGET-30-PATXXF-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATXXF_01_Solid Tissue_Primary Tumor
PATXXI	01	TARGET	TARGET-30-PATXXI-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATXXI_01_Solid Tissue_Primary Tumor
PATYAU	01	GMKF	BS_GPXZ2NQB	NA	NA	NBL, MYCN amplified	NA	PATYAU_01_Solid Tissue_Primary Tumor
PATYCM	01	TARGET	TARGET-30-PATYCM-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATYCM_01_Solid Tissue_Primary Tumor
PATYDC	01	TARGET	TARGET-30-PATYDC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATYDC_01_Solid Tissue_Primary Tumor
PATYEJ	01	TARGET	TARGET-30-PATYEJ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATYEJ_01_Solid Tissue_Primary Tumor
PATYGV	01	GMKF	BS_FSNCPJJF	NA	NA	NBL, MYCN non-amplified	NA	PATYGV_01_Solid Tissue_Primary Tumor
PATYIL	01	TARGET	NA	TARGET-30-PATYIL-01A-01R	TARGET-30-PATYIL-01A-01D.M	NBL, MYCN amplified	NA	PATYIL_01_Solid Tissue_Primary Tumor
PATYIL	02	TARGET	NA	TARGET-30-PATYIL-02A-01R	TARGET-30-PATYIL-02A-01D.M	NBL, MYCN amplified	NA	PATYIL_02_Solid Tissue_Recurrence
PATYMK	01	TARGET	TARGET-30-PATYMK-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATYMK_01_Solid Tissue_Primary Tumor
PATYMS	01	TARGET	TARGET-30-PATYMS-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATYMS_01_Solid Tissue_Primary Tumor
PATYMZ	01	TARGET	TARGET-30-PATYMZ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATYMZ_01_Solid Tissue_Primary Tumor
PATYNP	01	GMKF	BS_QSTNH2MJ	NA	NA	NBL, MYCN non-amplified	NA	PATYNP_01_Solid Tissue_Primary Tumor
PATYPH	01	TARGET	TARGET-30-PATYPH-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATYPH_01_Solid Tissue_Primary Tumor
PATYRV	01	GMKF	BS_PWXXZMSR	NA	NA	NBL, MYCN non-amplified	NA	PATYRV_01_Solid Tissue_Primary Tumor
PATYWG	01	GMKF	BS_A3K94FCY	NA	NA	NBL, MYCN non-amplified	NA	PATYWG_01_Solid Tissue_Primary Tumor
PATYWM	01	TARGET	TARGET-30-PATYWM-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATYWM_01_Solid Tissue_Primary Tumor
PATYWX	01	TARGET	TARGET-30-PATYWX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATYWX_01_Solid Tissue_Primary Tumor
PATYXS	01	GMKF	BS_1HXG4A7B	NA	NA	NBL, MYCN non-amplified	NA	PATYXS_01_Solid Tissue_Primary Tumor
PATZBH	01	TARGET	TARGET-30-PATZBH-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATZBH_01_Solid Tissue_Primary Tumor
PATZIG	01	TARGET	TARGET-30-PATZIG-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATZIG_01_Solid Tissue_Primary Tumor
PATZRF	01	GMKF	BS_A527Y2QF	BS_S4WH99C9	NA	NBL, MYCN amplified	NA	PATZRF_01_Solid Tissue_Primary Tumor
PATZRF	01	TARGET	TARGET-30-PATZRF-01A-01D	BS_S4WH99C9	NA	NBL, MYCN amplified	NA	PATZRF_01_Solid Tissue_Primary Tumor
PATZRU	01	TARGET	TARGET-30-PATZRU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATZRU_01_Solid Tissue_Primary Tumor
PATZZJ	01	GMKF	BS_0QTY32QA	NA	NA	NBL, MYCN non-amplified	NA	PATZZJ_01_Solid Tissue_Primary Tumor
PAUAEE	01	GMKF	BS_HQC1EKZ8	BS_0JBZPAGN	NA	NBL, MYCN non-amplified	NA	PAUAEE_01_Solid Tissue_Primary Tumor
PAUAEK	01	GMKF	BS_A2Z4DDQS	NA	NA	NBL, MYCN non-amplified	NA	PAUAEK_01_Solid Tissue_Primary Tumor
PAUAFH	01	GMKF	BS_EWNSDJ7V	NA	NA	NBL, MYCN non-amplified	NA	PAUAFH_01_Solid Tissue_Primary Tumor
PAUAKC	01	GMKF	BS_WKPJ7S74	NA	NA	NBL, MYCN non-amplified	NA	PAUAKC_01_Solid Tissue_Primary Tumor
PAUAKT	01	TARGET	TARGET-30-PAUAKT-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUAKT_01_Solid Tissue_Primary Tumor
PAUALH	01	GMKF	BS_QEKBZRMD	NA	NA	NBL, MYCN non-amplified	NA	PAUALH_01_Solid Tissue_Primary Tumor
PAUATG	01	TARGET	TARGET-30-PAUATG-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUATG_01_Solid Tissue_Primary Tumor
PAUAZA	01	GMKF	BS_MMCZHZE6	NA	NA	NBL, MYCN non-amplified	NA	PAUAZA_01_Solid Tissue_Primary Tumor
PAUAZA	01	TARGET	TARGET-30-PAUAZA-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUAZA_01_Solid Tissue_Primary Tumor
PAUAZW	01	GMKF	BS_TDV0SYNR	NA	NA	NBL, MYCN non-amplified	NA	PAUAZW_01_Solid Tissue_Primary Tumor
PAUBDC	01	TARGET	TARGET-30-PAUBDC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUBDC_01_Solid Tissue_Primary Tumor
PAUBEC	01	TARGET	TARGET-30-PAUBEC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUBEC_01_Solid Tissue_Primary Tumor
PAUBFU	01	TARGET	TARGET-30-PAUBFU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUBFU_01_Solid Tissue_Primary Tumor
PAUBGW	01	TARGET	TARGET-30-PAUBGW-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUBGW_01_Solid Tissue_Primary Tumor
PAUBHV	01	TARGET	TARGET-30-PAUBHV-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUBHV_01_Solid Tissue_Primary Tumor
PAUBPW	09	TARGET	TARGET-30-PAUBPW-09A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUBPW_09_Bone Marrow_Primary Tumor
PAUBRR	01	TARGET	TARGET-30-PAUBRR-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUBRR_01_Solid Tissue_Primary Tumor
PAUBSW	01	TARGET	TARGET-30-PAUBSW-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUBSW_01_Solid Tissue_Primary Tumor
PAUBVN	01	GMKF	BS_M0N8YXTA	NA	NA	NBL, MYCN non-amplified	NA	PAUBVN_01_Solid Tissue_Primary Tumor
PAUBVN	01	TARGET	TARGET-30-PAUBVN-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUBVN_01_Solid Tissue_Primary Tumor
PAUBWP	01	TARGET	TARGET-30-PAUBWP-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUBWP_01_Solid Tissue_Primary Tumor
PAUBYW	01	TARGET	TARGET-30-PAUBYW-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUBYW_01_Solid Tissue_Primary Tumor
PAUCFI	01	TARGET	TARGET-30-PAUCFI-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUCFI_01_Solid Tissue_Primary Tumor
PAUCGP	01	TARGET	TARGET-30-PAUCGP-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUCGP_01_Solid Tissue_Primary Tumor
PAUCIK	01	GMKF	BS_FR9R7VFY	BS_YMWFA93F	NA	NBL, MYCN non-amplified	NA	PAUCIK_01_Solid Tissue_Primary Tumor
PAUCKF	01	TARGET	TARGET-30-PAUCKF-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUCKF_01_Solid Tissue_Primary Tumor
PAUCMD	01	GMKF	BS_HQYHVPC9	NA	NA	NBL, MYCN non-amplified	NA	PAUCMD_01_Solid Tissue_Primary Tumor
PAUCNL	01	GMKF	BS_KTHF096D	BS_HEJAPS03	NA	NBL, MYCN non-amplified	NA	PAUCNL_01_Solid Tissue_Primary Tumor
PAUCRL	01	GMKF	BS_PGBR1H2A	BS_SM1QE9FJ	NA	NBL, MYCN non-amplified	NA	PAUCRL_01_Solid Tissue_Primary Tumor
PAUCRL	01	TARGET	TARGET-30-PAUCRL-01A-01D	BS_SM1QE9FJ	NA	NBL, MYCN non-amplified	NA	PAUCRL_01_Solid Tissue_Primary Tumor
PAUCXF	01	GMKF	BS_GPNWSW71	NA	NA	NBL, MYCN non-amplified	NA	PAUCXF_01_Solid Tissue_Primary Tumor
PAUCXG	01	GMKF	BS_G6ASNYWP	NA	NA	NBL, MYCN non-amplified	NA	PAUCXG_01_Solid Tissue_Primary Tumor
PAUCYI	01	GMKF	BS_9YMT5HB4	NA	NA	NBL, MYCN non-amplified	NA	PAUCYI_01_Solid Tissue_Primary Tumor
PAUDBX	01	TARGET	TARGET-30-PAUDBX-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUDBX_01_Solid Tissue_Primary Tumor
PAUDDK	01	TARGET	NA	TARGET-30-PAUDDK-01A-01R	TARGET-30-PAUDDK-01A-01D.M	NBL, MYCN non-amplified	NA	PAUDDK_01_Solid Tissue_Primary Tumor
PAUDDK	02	TARGET	NA	TARGET-30-PAUDDK-02A-01R	TARGET-30-PAUDDK-02A-01D.M	NBL, MYCN non-amplified	NA	PAUDDK_02_Solid Tissue_Recurrence
PAUDDZ	01	TARGET	TARGET-30-PAUDDZ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUDDZ_01_Solid Tissue_Primary Tumor
PAUDEK	01	GMKF	BS_4ZE1R1FW	NA	NA	NBL, MYCN non-amplified	NA	PAUDEK_01_Solid Tissue_Primary Tumor
PAUDFJ	01	GMKF	BS_QXZZY4SJ	NA	NA	NBL, MYCN non-amplified	NA	PAUDFJ_01_Solid Tissue_Primary Tumor
PAUDFR	01	GMKF	BS_VCXG53E7	NA	NA	NBL, MYCN non-amplified	NA	PAUDFR_01_Solid Tissue_Primary Tumor
PAUDFR	01	TARGET	TARGET-30-PAUDFR-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUDFR_01_Solid Tissue_Primary Tumor
PAUDIK	01	TARGET	TARGET-30-PAUDIK-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUDIK_01_Solid Tissue_Primary Tumor
PAUDMU	01	TARGET	TARGET-30-PAUDMU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUDMU_01_Solid Tissue_Primary Tumor
PAUDPP	01	TARGET	TARGET-30-PAUDPP-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUDPP_01_Solid Tissue_Primary Tumor
PAUDVA	09	TARGET	TARGET-30-PAUDVA-09A-01D	NA	NA	NBL, MYCN amplified	NA	PAUDVA_09_Bone Marrow_Primary Tumor
PAUEKP	01	GMKF	BS_EXDY4JFF	NA	NA	NBL, MYCN non-amplified	NA	PAUEKP_01_Solid Tissue_Primary Tumor
PAUELT	01	TARGET	TARGET-30-PAUELT-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUELT_01_Solid Tissue_Primary Tumor
PAUEWF	01	GMKF	BS_NWCPQC60	NA	NA	NBL, MYCN non-amplified	NA	PAUEWF_01_Solid Tissue_Primary Tumor
PAUEXM	01	GMKF	BS_WBZBDN0A	BS_6YYC47K2	NA	NBL, MYCN non-amplified	NA	PAUEXM_01_Solid Tissue_Primary Tumor
PAUEYW	09	TARGET	TARGET-30-PAUEYW-09A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUEYW_09_Bone Marrow_Primary Tumor
PAUEZU	01	TARGET	TARGET-30-PAUEZU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUEZU_01_Solid Tissue_Primary Tumor
PAUFFP	01	TARGET	TARGET-30-PAUFFP-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUFFP_01_Solid Tissue_Primary Tumor
PAUFHY	01	GMKF	BS_ZK0GRMB1	BS_FXDGYFBR	NA	NBL, MYCN non-amplified	NA	PAUFHY_01_Solid Tissue_Primary Tumor
PAUFIM	01	TARGET	TARGET-30-PAUFIM-01A-01D	NA	NA	NBL, To be classified	NA	PAUFIM_01_Solid Tissue_Primary Tumor
PAUFIT	09	GMKF	BS_S8STY9B1	NA	NA	NBL, MYCN non-amplified	NA	PAUFIT_09_Bone Marrow_Primary Tumor
PAUFKP	01	GMKF	BS_R2G2TPBV	NA	NA	NBL, MYCN non-amplified	NA	PAUFKP_01_Solid Tissue_Primary Tumor
PAUFPG	01	TARGET	TARGET-30-PAUFPG-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUFPG_01_Solid Tissue_Primary Tumor
PAUFSR	01	TARGET	TARGET-30-PAUFSR-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUFSR_01_Solid Tissue_Primary Tumor
PAUFSZ	01	GMKF	BS_8ZFK0D8Z	NA	NA	NBL, MYCN non-amplified	NA	PAUFSZ_01_Solid Tissue_Primary Tumor
PAUFUS	01	TARGET	TARGET-30-PAUFUS-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUFUS_01_Solid Tissue_Primary Tumor
PAUFVW	01	TARGET	TARGET-30-PAUFVW-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUFVW_01_Solid Tissue_Primary Tumor
PAUFYH	01	GMKF	BS_8D7YYP13	NA	NA	NBL, MYCN non-amplified	NA	PAUFYH_01_Solid Tissue_Primary Tumor
PAUGGK	01	TARGET	TARGET-30-PAUGGK-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUGGK_01_Solid Tissue_Primary Tumor
PAUGIP	01	TARGET	TARGET-30-PAUGIP-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUGIP_01_Solid Tissue_Primary Tumor
PAUGJI	01	GMKF	BS_T5BAS1JN	BS_8MYS5HP4	NA	NBL, MYCN amplified	NA	PAUGJI_01_Solid Tissue_Primary Tumor
PAUGJI	01	TARGET	TARGET-30-PAUGJI-01A-01D	BS_8MYS5HP4	NA	NBL, MYCN amplified	NA	PAUGJI_01_Solid Tissue_Primary Tumor
PAUGNL	01	TARGET	TARGET-30-PAUGNL-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUGNL_01_Solid Tissue_Primary Tumor
PAUGRP	01	TARGET	TARGET-30-PAUGRP-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUGRP_01_Solid Tissue_Primary Tumor
PAUGVU	01	GMKF	BS_1BR81RGD	NA	NA	NBL, MYCN non-amplified	NA	PAUGVU_01_Solid Tissue_Primary Tumor
PAUGVZ	01	GMKF	BS_NQN1P6QY	BS_J9EH31NM	NA	NBL, MYCN non-amplified	NA	PAUGVZ_01_Solid Tissue_Primary Tumor
PAUGVZ	01	TARGET	TARGET-30-PAUGVZ-01A-01D	BS_J9EH31NM	NA	NBL, MYCN non-amplified	NA	PAUGVZ_01_Solid Tissue_Primary Tumor
PAUGWT	01	TARGET	TARGET-30-PAUGWT-01A-01D	NA	NA	NBL, MYCN amplified	NA	PAUGWT_01_Solid Tissue_Primary Tumor
PAUGZD	01	TARGET	TARGET-30-PAUGZD-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUGZD_01_Solid Tissue_Primary Tumor
PAUHBZ	01	TARGET	TARGET-30-PAUHBZ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUHBZ_01_Solid Tissue_Primary Tumor
PAUHFW	01	TARGET	TARGET-30-PAUHFW-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PAUHFW_01_Solid Tissue_Primary Tumor
