Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
NLRP3	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
NRF1	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
NUP214	0	0	0	0	0	0	0	2	0	2	2	2	97	2.0618556701030926
NWD2	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
OBSCN	0	0	1	0	1	0	0	0	0	2	2	2	97	2.0618556701030926
OLFM1	1	1	0	0	0	0	0	0	0	2	2	2	97	2.0618556701030926
OR5F1	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
OTOP1	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
OVGP1	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
PAX8	0	0	0	0	1	0	0	1	0	2	2	2	97	2.0618556701030926
PCDHB2	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
PCSK5	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
PLAT	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
PLIN4	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
PLXNA2	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
POLR2B	0	1	0	0	1	0	0	0	0	2	2	2	97	2.0618556701030926
PPP1R3F	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
PRDM2	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
PRICKLE3	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
RAPGEF3	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
RYR2	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
SAMD5	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
SEMG2	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
SETD2	0	2	0	0	0	0	0	0	0	2	2	2	97	2.0618556701030926
SHANK1	0	0	1	0	0	0	0	1	0	2	2	2	97	2.0618556701030926
SMTN	0	0	0	0	1	0	0	1	0	2	2	2	97	2.0618556701030926
SNX22	1	0	0	0	1	0	0	0	0	2	2	2	97	2.0618556701030926
SOBP	1	0	0	0	1	0	0	0	0	2	2	2	97	2.0618556701030926
SOX21	0	0	1	0	1	0	0	0	0	2	2	2	97	2.0618556701030926
SP8	0	0	2	0	0	0	0	0	0	2	2	2	97	2.0618556701030926
SRCAP	1	1	0	0	0	0	0	0	0	2	2	2	97	2.0618556701030926
TAF6	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
TARBP1	0	1	0	0	0	1	0	0	0	2	2	2	97	2.0618556701030926
TBC1D10C	0	0	0	0	1	0	0	1	0	2	2	2	97	2.0618556701030926
TBC1D2B	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
TERT	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
TH	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
TNXB	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
TRIM33	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
UNC13C	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
VCAN	0	0	0	0	1	1	0	0	0	2	2	2	97	2.0618556701030926
VWF	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
WDR11	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
WDR19	0	1	0	0	1	0	0	0	0	2	2	2	97	2.0618556701030926
XDH	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
ZAP70	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
ZNF154	0	0	0	1	1	0	0	0	0	2	2	2	97	2.0618556701030926
ZNF25	0	0	1	0	1	0	0	0	0	2	2	2	97	2.0618556701030926
ZNF331	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
ZNF43	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
ZNF436	0	0	1	0	1	0	0	0	0	2	2	2	97	2.0618556701030926
ZNF441	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
ZNF462	1	0	0	0	0	1	0	0	0	2	2	2	97	2.0618556701030926
ZNF600	0	0	0	0	1	0	0	1	0	2	2	2	97	2.0618556701030926
ZNF626	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
ZNF648	0	0	2	0	0	0	0	0	0	2	2	2	97	2.0618556701030926
ZNF716	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
ZNF729	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
ZNF813	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
ZNF850	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
ZNF91	1	0	0	0	1	0	0	0	0	2	2	2	97	2.0618556701030926
ZNFX1	0	0	0	0	1	1	0	0	0	2	2	2	97	2.0618556701030926
ZSWIM8	0	0	0	0	2	0	0	0	0	2	2	2	97	2.0618556701030926
AC093512.2	0	0	0	0	0	0	0	2	0	2	1	1	97	1.0309278350515463
ANKRD11	0	1	0	0	1	0	0	0	0	2	1	1	97	1.0309278350515463
ARID1A	1	0	1	0	0	0	0	0	0	2	1	1	97	1.0309278350515463
CKB	0	0	0	0	0	0	0	2	0	2	1	1	97	1.0309278350515463
EEF2	0	0	0	0	0	0	0	2	0	2	1	1	97	1.0309278350515463
GFAP	0	0	0	0	0	0	0	2	0	2	1	1	97	1.0309278350515463
GLUD2	0	0	0	0	2	0	0	0	0	2	1	1	97	1.0309278350515463
GPR26	0	0	0	0	2	0	0	0	0	2	1	1	97	1.0309278350515463
KIR3DL3	0	0	0	0	2	0	0	0	0	2	1	1	97	1.0309278350515463
LEMD2	1	0	1	0	0	0	0	0	0	2	1	1	97	1.0309278350515463
NPIPB2	0	0	0	1	1	0	0	0	0	2	1	1	97	1.0309278350515463
PCNT	0	0	0	0	2	0	0	0	0	2	1	1	97	1.0309278350515463
PTEN	0	0	0	0	0	0	0	2	0	2	1	1	97	1.0309278350515463
TGOLN2	0	0	0	0	2	0	0	0	0	2	1	1	97	1.0309278350515463
TIGD7	0	0	0	0	1	1	0	0	0	2	1	1	97	1.0309278350515463
ZC3H11A	0	0	0	0	2	0	0	0	0	2	1	1	97	1.0309278350515463
ZNF732	0	0	0	0	2	0	0	0	0	2	1	1	97	1.0309278350515463
ZNF92	0	0	0	0	2	0	0	0	0	2	1	1	97	1.0309278350515463
AADAT	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
AAK1	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
AASS	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ABCA13	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ABCA4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ABCA6	0	0	0	1	0	0	0	0	0	1	1	1	97	1.0309278350515463
ABCC12	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ABCD1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ABCG2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ABHD12	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ABL2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ABLIM2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ABT1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
AC006455.8	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
AC007795.1	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
AC011726.3	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
AC100848.1	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
AC115220.1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
AC118282.1	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
AC136489.1	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
ACHE	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ACIN1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ACO1	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
ACOT8	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
ACSS1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ACSS2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ACTL8	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ACVRL1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ADAD1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ADAM15	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ADAM17	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ADAMDEC1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ADAMTS10	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ADAMTS15	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ADAMTS8	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ADAMTS9	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ADCY1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ADCYAP1R1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ADD2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ADGRB1	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
ADGRB2	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
ADGRF2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ADGRF4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ADGRF5	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
ADGRG4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ADGRV1	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
ADH1A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
AFF3	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
AFF4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
AGAP3	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
AIMP1	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
AK9	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
AL032819.3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
AL136295.1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
AL139002.1	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
AL592490.1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ALDH1L1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ALPK1	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
ALPK2	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
AMPD2	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
AMY2B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ANAPC2	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
ANGPTL6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ANKMY2	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
ANKRD16	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ANKRD20A1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ANKRD20A3	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
ANKRD20A8P	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ANKRD30B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ANKRD33B	0	0	0	0	0	0	0	0	1	1	1	1	97	1.0309278350515463
ANKRD50	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ANKRD63	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ANKS6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ANO1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
AOC2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
AOC3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
AOX1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
AP000790.2	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
AP000790.3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
AP000936.2	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
AP5Z1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
APAF1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
APBA2	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
APC	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
APEX2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
APOBR	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
AQP3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ARHGAP26	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ARHGDIG	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
ARID1B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ARL1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ARMCX4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
