Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
FAM208A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAM208B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAM47A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAM47C	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAM71E2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAM71F2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAM83C	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAM83G	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
FAM89A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAM98B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FANCE	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FANCG	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAT1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FAT2	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
FAT3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FBN1	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
FBXL18	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FBXO24	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FBXO41	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FBXW12	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FBXW7	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FBXW8	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FCGBP	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FCGR3B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FER1L5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FGFR2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FGFR4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FHDC1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FKBP7	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FLG-AS1	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
FLNA	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FMN2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FMO3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FNDC5	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
FOXD4L3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FOXK2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FOXN3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FOXO1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FOXO3	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
FOXO4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FOXQ1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FRG2C	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FRMD7	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FRMPD3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FRMPD4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FSIP2	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
FSTL5	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
FUT11	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
FUZ	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
FXR1	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
GABBR1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GABRA6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GABRG1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GABRG3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GALNT10	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GALNT17	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GALNT5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GARNL3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GARS	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GAS2L2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GATA1	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
GATA6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GBGT1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GCC2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GCDH	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GDAP1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GDPD1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GEMIN5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GEMIN6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GGA2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GGT6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GGTLC2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GID4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GIF	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GIGYF1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GIT1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GJB4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GLG1	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
GLI3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GLIS3	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
GM2A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GMPPB	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GNAQ	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
GNB1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GOLGA1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GOLGA2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GOLGA3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GOLGA4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GOLGA6L10	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GOT1L1	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
GPER1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GPI	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GPIHBP1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GPLD1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GPR179	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GPR18	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GPR35	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GPR39	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GPRC6A	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
GPS1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GRAMD2A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GRAP2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GRASP	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
GREB1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GRIN1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GRIN3B	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
GRIPAP1	0	0	0	0	0	0	0	0	1	1	1	1	97	1.0309278350515463
GRK2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GRK4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GRM1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GRM7	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GSDMA	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GSPT1	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
GTF2F1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
GTF2I	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
GYPA	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
H6PD	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
HAND1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HARS	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HAS1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HAUS3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HAUS7	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HCFC1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HCN4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HECTD3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HECTD4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HECW1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HERC6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HES4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HES7	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HIPK2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HIST1H1C	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
HIST1H2AG	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HIST1H3E	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HIST1H3J	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HIVEP1	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
HIVEP2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HMCN1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HMGB1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HMGCS2	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
HMGN5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HMGXB3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HNRNPA0	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
HNRNPA3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HNRNPF	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HOXA11	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
HOXA2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HOXA4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HOXA9	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HPDL	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HPN	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HPS5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HPS6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HPSE	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HRNR	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HS3ST4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HSD17B3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HSPA1L	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HSPA2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HSPA4L	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HSPA6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
HSPD1	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
HTR7	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ICE2	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
IFI30	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
IFNLR1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IFT140	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IGF2R	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
IGFALS	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IGFN1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IGHMBP2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IGHV2-70D	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IGKV3D-15	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IGSF3	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
IGSF5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IL11	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IL18RAP	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
IL1RAP	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
IL1RL1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IL27	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IL31RA	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IL36B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IMPDH2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IMPG2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
INKA1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
INO80E	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
INPP4A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
INPP4B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
INPP5A	0	0	0	0	0	0	0	0	1	1	1	1	97	1.0309278350515463
INSL5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
INTS10	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IPMK	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IQGAP2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IQGAP3	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
IRAK3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IRF4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IRS2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
IRS4	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
IRX6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ISM1	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
ITFG2	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
ITGA11	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ITGA9	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ITGAV	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ITGAX	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ITPR1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ITPR3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
ITSN1	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
IWS1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
JADE2	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
JARID2	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
JMJD6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
JMJD7-PLA2G4B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
JPH3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
JPH4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KAT2B	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
KAT6A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KCNC2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KCNE2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KCNE5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KCNH1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KCNH2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KCNJ14	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KCNK10	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KCNK5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KCNMA1	0	0	0	1	0	0	0	0	0	1	1	1	97	1.0309278350515463
KCNQ3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KCNT2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KCP	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KCTD1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KDM1A	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KDM6B	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
KIAA0319L	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KIAA0556	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KIAA0586	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KIAA1024	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KIAA1109	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
KIAA1549	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KIAA1549L	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KIAA2013	0	0	0	0	0	0	0	0	1	1	1	1	97	1.0309278350515463
KIF26B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KIF27	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KIF6	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
KIFC2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KIR2DL3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KISS1R	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
KLC1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KLC3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KLF2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KLF3	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
KLHDC7B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KLHL20	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KLK8	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KLRC2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KMT5C	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KNG1	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
KPRP	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KRBA1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KRT1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KRT10	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
KRT37	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KRT4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KRT71	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KRT76	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
KRT79	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KRT82	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KRT83	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KRTAP10-7	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
KRTAP4-2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KRTAP4-3	0	0	0	1	0	0	0	0	0	1	1	1	97	1.0309278350515463
KRTAP5-11	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KRTAP5-3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
KRTAP5-5	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
LAMA3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LAMA5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LAMB2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LAMC1	0	0	0	0	0	0	0	0	1	1	1	1	97	1.0309278350515463
LAMC2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LAMP1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LANCL3	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
LARGE2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LASP1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LATS2	0	0	0	1	0	0	0	0	0	1	1	1	97	1.0309278350515463
LCORL	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
LDLR	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LDLRAP1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LEF1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LEMD3	0	0	0	0	0	1	0	0	0	1	1	1	97	1.0309278350515463
LGALS9C	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LGI2	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
LGR6	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LHFPL5	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LILRA2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LILRA4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LILRB1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LILRB2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LINC01858	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
LINC02167	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
LINC02247	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
LINGO1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LINGO3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LIPG	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LIPK	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LIX1L	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LMO7	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LOXL3	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
LPA	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LPGAT1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LRCH1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LRP11	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LRP8	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LRRC3B	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LRRC4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LRRC47	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LRRC52	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
LRRC53	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LRRC63	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
LRRFIP1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LRRIQ3	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
LRRIQ4	0	1	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
LSM11	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
LTBP1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
LTBP2	1	0	0	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
MAG	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
MAGEA12	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
MAGEB17	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
MAGEL2	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
MAGI1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
MALRD1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
MAML3	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
MAN1A1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
MAN1C1	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
MAN2B1	0	0	0	0	0	0	0	1	0	1	1	1	97	1.0309278350515463
MAP2K4	0	0	1	0	0	0	0	0	0	1	1	1	97	1.0309278350515463
MAP3K10	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
MAP3K14	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
MAP3K15	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
MAP3K4	0	0	0	0	1	0	0	0	0	1	1	1	97	1.0309278350515463
